id_produccion,departamento_pcode,municipio_pcode,tipo_obra_id,anio,volumen_estimado_unidades,valor_estimado_mercado_q,cantidad_artesanos_activos
538,GT07,GT0719,353,2023,2926,631568.97,115
539,GT07,GT0719,353,2024,3512,299684.78,18
540,GT07,GT0719,353,2025,1587,378990.03,187
541,GT08,GT0801,361,2021,3336,347687.87,206
542,GT08,GT0801,361,2022,242,216013.04,311
543,GT08,GT0801,361,2023,3944,669181.96,179
544,GT08,GT0801,361,2024,4494,549362.11,189
545,GT08,GT0801,361,2025,312,112621.49,142
546,GT08,GT0801,362,2021,3951,741861.89,73
547,GT08,GT0801,362,2022,2733,189329.28,205
548,GT08,GT0801,362,2023,3856,199934.65,302
549,GT08,GT0801,362,2024,350,740344.46,309
550,GT08,GT0801,362,2025,2880,506414.57,53
551,GT08,GT0801,363,2021,1745,685718.19,269
552,GT08,GT0801,363,2022,3931,651169.68,123
553,GT08,GT0801,363,2023,3430,756524.84,22
554,GT08,GT0801,363,2024,815,327901.54,206
555,GT08,GT0801,363,2025,2303,158866.49,132
556,GT08,GT0802,371,2021,2581,569052.17,118
557,GT08,GT0802,371,2022,2949,627121.87,75
558,GT08,GT0802,371,2023,3619,757870.21,15
559,GT08,GT0802,371,2024,3192,482453.68,23
560,GT08,GT0802,371,2025,4215,210098.65,258
561,GT08,GT0802,372,2021,855,696896.81,59
562,GT08,GT0802,372,2022,1698,27514.34,269
563,GT08,GT0802,372,2023,1492,618713.79,81
564,GT08,GT0802,372,2024,3181,368925.25,93
565,GT08,GT0802,372,2025,1364,608748.74,317
566,GT08,GT0802,373,2021,4237,686610.6,275
567,GT08,GT0802,373,2022,4417,636597.01,183
568,GT08,GT0802,373,2023,1028,374004.55,235
569,GT08,GT0802,373,2024,3428,246047.73,224
570,GT08,GT0802,373,2025,1931,594074.52,96
571,GT08,GT0803,381,2021,2116,671933.78,206
572,GT08,GT0803,381,2022,4354,416933.0,293
573,GT08,GT0803,381,2023,1469,563509.31,83
574,GT08,GT0803,381,2024,1511,693286.17,291
575,GT08,GT0803,381,2025,1991,510372.07,202
576,GT08,GT0803,382,2021,770,557226.32,39
577,GT08,GT0803,382,2022,1430,360115.85,294
578,GT08,GT0803,382,2023,3108,729340.92,134
579,GT08,GT0803,382,2024,855,513010.5,148
580,GT08,GT0803,382,2025,3290,378016.44,142
581,GT08,GT0803,383,2021,3796,92496.76,197
582,GT08,GT0803,383,2022,4096,462062.73,24
583,GT08,GT0803,383,2023,4172,25167.85,231
584,GT08,GT0803,383,2024,956,64482.15,159
585,GT08,GT0803,383,2025,2979,303456.0,230
586,GT08,GT0804,391,2021,680,775187.94,42
587,GT08,GT0804,391,2022,4133,227136.24,134
588,GT08,GT0804,391,2023,2810,394060.15,151
589,GT08,GT0804,391,2024,3195,612574.7,235
590,GT08,GT0804,391,2025,2526,807267.51,110
591,GT08,GT0804,392,2021,4335,343575.57,77
592,GT08,GT0804,392,2022,1570,425185.33,156
593,GT08,GT0804,392,2023,341,303011.61,185
594,GT08,GT0804,392,2024,1323,732914.72,53
595,GT08,GT0804,392,2025,2480,568353.12,147
596,GT08,GT0804,393,2021,1019,254079.43,109
597,GT08,GT0804,393,2022,4372,841205.0,79
598,GT08,GT0804,393,2023,296,462670.96,260
599,GT08,GT0804,393,2024,2017,150258.69,109
600,GT08,GT0804,393,2025,3884,485259.07,192
601,GT08,GT0805,401,2021,3609,330699.8,55
602,GT08,GT0805,401,2022,3410,713948.71,123
603,GT08,GT0805,401,2023,1737,346606.0,77
604,GT08,GT0805,401,2024,386,748799.74,26
605,GT08,GT0805,401,2025,2044,561199.93,218
606,GT08,GT0805,402,2021,3958,768165.16,158
607,GT08,GT0805,402,2022,1132,470978.99,56
608,GT08,GT0805,402,2023,661,235834.02,277
609,GT08,GT0805,402,2024,2807,510187.83,152
610,GT08,GT0805,402,2025,554,790813.71,35
611,GT08,GT0805,403,2021,2040,95535.36,65
612,GT08,GT0805,403,2022,851,711131.21,147
613,GT08,GT0805,403,2023,812,229352.48,293
614,GT08,GT0805,403,2024,2951,802030.67,105
615,GT08,GT0805,403,2025,2293,303534.73,102
616,GT08,GT0806,411,2021,232,729454.43,303
617,GT08,GT0806,411,2022,2114,126999.82,274
618,GT08,GT0806,411,2023,3563,92162.5,29
619,GT08,GT0806,411,2024,3742,756460.07,233
620,GT08,GT0806,411,2025,573,535461.97,265
621,GT08,GT0806,412,2021,3094,764106.93,63
622,GT08,GT0806,412,2022,3478,249479.44,238
623,GT08,GT0806,412,2023,4268,35212.48,139
624,GT08,GT0806,412,2024,775,68897.13,58
625,GT08,GT0806,412,2025,3713,363335.44,74
626,GT08,GT0806,413,2021,3119,547966.34,145
627,GT08,GT0806,413,2022,4186,809291.29,37
628,GT08,GT0806,413,2023,3386,676915.21,252
629,GT08,GT0806,413,2024,2429,356593.13,246
630,GT08,GT0806,413,2025,4067,122124.24,221
631,GT08,GT0807,421,2021,2375,184891.65,312
632,GT08,GT0807,421,2022,1185,801359.39,78
633,GT08,GT0807,421,2023,900,670039.26,103
634,GT08,GT0807,421,2024,1529,376970.93,300
635,GT08,GT0807,421,2025,3728,455061.64,73
636,GT08,GT0807,422,2021,3699,651010.98,304
637,GT08,GT0807,422,2022,3444,30662.63,202
638,GT08,GT0807,422,2023,410,819930.54,127
639,GT08,GT0807,422,2024,615,784121.89,148
640,GT08,GT0807,422,2025,2250,838405.64,197
641,GT08,GT0807,423,2021,933,287553.28,97
642,GT08,GT0807,423,2022,1443,781656.77,52
643,GT08,GT0807,423,2023,197,473480.77,238
644,GT08,GT0807,423,2024,3860,554757.54,213
645,GT08,GT0807,423,2025,634,493532.56,59
646,GT08,GT0808,431,2021,1996,557769.91,48
647,GT08,GT0808,431,2022,3542,786433.17,309
648,GT08,GT0808,431,2023,4447,512358.16,70
649,GT08,GT0808,431,2024,3738,229467.01,35
650,GT08,GT0808,431,2025,3331,247387.03,302
651,GT08,GT0808,432,2021,514,536844.26,100
652,GT08,GT0808,432,2022,1608,220877.11,205
653,GT08,GT0808,432,2023,532,94401.42,16
654,GT08,GT0808,432,2024,3696,830251.7,28
655,GT08,GT0808,432,2025,4247,255278.34,188
656,GT08,GT0808,433,2021,141,788189.0,170
657,GT08,GT0808,433,2022,703,261384.55,159
658,GT08,GT0808,433,2023,2833,636650.45,167
659,GT08,GT0808,433,2024,422,352485.14,100
660,GT08,GT0808,433,2025,177,308342.15,293
661,GT09,GT0901,441,2021,486,321434.58,123
662,GT09,GT0901,441,2022,3588,765653.77,98
663,GT09,GT0901,441,2023,2191,574810.85,188
664,GT09,GT0901,441,2024,641,163913.09,50
665,GT09,GT0901,441,2025,1515,293439.02,131
666,GT09,GT0901,442,2021,571,364745.69,70
667,GT09,GT0901,442,2022,1667,836910.42,239
668,GT09,GT0901,442,2023,476,517407.05,242
669,GT09,GT0901,442,2024,398,312890.21,313
670,GT09,GT0901,442,2025,322,281867.72,219
671,GT09,GT0901,443,2021,4297,536955.56,53
672,GT09,GT0901,443,2022,3627,261122.38,244
673,GT09,GT0901,443,2023,1626,171934.0,151
674,GT09,GT0901,443,2024,2974,821689.77,278
675,GT09,GT0901,443,2025,3650,256784.16,212
676,GT09,GT0902,451,2021,3594,656883.47,238
677,GT09,GT0902,451,2022,261,693405.11,180
678,GT09,GT0902,451,2023,1093,389538.47,277
679,GT09,GT0902,451,2024,139,111264.86,256
680,GT09,GT0902,451,2025,773,246759.04,237
681,GT09,GT0902,452,2021,2244,689572.48,269
682,GT09,GT0902,452,2022,3578,405054.53,35
683,GT09,GT0902,452,2023,3986,462260.26,47
684,GT09,GT0902,452,2024,3487,664295.67,182
685,GT09,GT0902,452,2025,513,678509.01,315
686,GT09,GT0902,453,2021,1413,400448.3,200
687,GT09,GT0902,453,2022,4028,634961.34,83
688,GT09,GT0902,453,2023,4057,780689.95,24
689,GT09,GT0902,453,2024,1042,700335.73,146
690,GT09,GT0902,453,2025,2415,118895.17,130
691,GT09,GT0903,461,2021,1818,559117.46,182
692,GT09,GT0903,461,2022,1167,838965.33,125
693,GT09,GT0903,461,2023,2649,457721.06,32
694,GT09,GT0903,461,2024,470,250054.43,138
695,GT09,GT0903,461,2025,2555,378544.13,95
696,GT09,GT0903,462,2021,3034,589606.13,81
697,GT09,GT0903,462,2022,2363,72080.84,176
698,GT09,GT0903,462,2023,2288,356265.37,317
699,GT09,GT0903,462,2024,1115,153653.44,23
700,GT09,GT0903,462,2025,1607,511587.97,207
701,GT09,GT0903,463,2021,3105,535676.25,26
702,GT09,GT0903,463,2022,4065,57323.7,212
703,GT09,GT0903,463,2023,1491,131385.28,186
704,GT09,GT0903,463,2024,4346,287358.28,280
705,GT09,GT0903,463,2025,1506,243203.3,18
706,GT09,GT0904,471,2021,1797,642180.03,309
707,GT09,GT0904,471,2022,2711,808509.92,193
708,GT09,GT0904,471,2023,161,609068.85,203
709,GT09,GT0904,471,2024,1340,354655.89,45
710,GT09,GT0904,471,2025,323,35843.04,179
711,GT09,GT0904,472,2021,2720,747349.61,51
712,GT09,GT0904,472,2022,3711,619423.09,64
713,GT09,GT0904,472,2023,3892,456921.01,301
714,GT09,GT0904,472,2024,1368,571871.76,107
715,GT09,GT0904,472,2025,700,210887.22,281
716,GT09,GT0904,473,2021,1125,587343.71,239
717,GT09,GT0904,473,2022,3417,591317.81,44
718,GT09,GT0904,473,2023,2317,63815.95,301
719,GT09,GT0904,473,2024,1167,770308.88,201
720,GT09,GT0904,473,2025,3629,575319.59,137
721,GT09,GT0905,481,2021,4332,36907.83,101
722,GT09,GT0905,481,2022,1687,366842.4,181
723,GT09,GT0905,481,2023,576,379553.8,56
724,GT09,GT0905,481,2024,1588,545889.52,158
725,GT09,GT0905,481,2025,4192,784293.72,177
726,GT09,GT0905,482,2021,3950,356253.6,20
727,GT09,GT0905,482,2022,1237,580449.28,174
728,GT09,GT0905,482,2023,2455,279990.3,247
729,GT09,GT0905,482,2024,3168,384998.06,281
730,GT09,GT0905,482,2025,3797,423191.46,54
731,GT09,GT0905,483,2021,3946,92422.7,32
732,GT09,GT0905,483,2022,2052,403634.26,85
733,GT09,GT0905,483,2023,2269,543200.16,316
734,GT09,GT0905,483,2024,2075,592564.32,176
735,GT09,GT0905,483,2025,3046,666247.5,318
736,GT09,GT0906,491,2021,4280,706729.7,166
737,GT09,GT0906,491,2022,4453,780810.88,217
738,GT09,GT0906,491,2023,3993,170958.79,33
739,GT09,GT0906,491,2024,515,542579.55,188
740,GT09,GT0906,491,2025,2010,501454.31,43
741,GT09,GT0906,492,2021,2084,324164.93,65
742,GT09,GT0906,492,2022,1825,432274.85,316
743,GT09,GT0906,492,2023,3064,143836.07,106
744,GT09,GT0906,492,2024,1654,203424.38,27
745,GT09,GT0906,492,2025,803,493832.74,122
746,GT09,GT0906,493,2021,3457,243205.11,124
747,GT09,GT0906,493,2022,2962,187488.83,27
748,GT09,GT0906,493,2023,2907,410811.31,74
749,GT09,GT0906,493,2024,906,607799.72,266
750,GT09,GT0906,493,2025,178,311670.24,151
751,GT09,GT0907,501,2021,4453,31509.4,73
752,GT09,GT0907,501,2022,3205,750014.21,116
753,GT09,GT0907,501,2023,3646,119284.41,220
754,GT09,GT0907,501,2024,4352,281598.42,213
755,GT09,GT0907,501,2025,1506,259399.76,169
756,GT09,GT0907,502,2021,3805,551522.7,296
757,GT09,GT0907,502,2022,1035,137333.79,175
758,GT09,GT0907,502,2023,3678,317596.11,197
759,GT09,GT0907,502,2024,411,235907.82,211
760,GT09,GT0907,502,2025,1890,45456.63,39
761,GT09,GT0907,503,2021,1092,431920.31,228
762,GT09,GT0907,503,2022,931,78648.77,87
763,GT09,GT0907,503,2023,1407,123693.0,296
764,GT09,GT0907,503,2024,779,44852.53,58
765,GT09,GT0907,503,2025,4137,154632.6,281
766,GT09,GT0908,511,2021,2156,290513.31,210
767,GT09,GT0908,511,2022,213,562731.33,127
768,GT09,GT0908,511,2023,3101,363122.26,265
769,GT09,GT0908,511,2024,1224,452338.42,23
770,GT09,GT0908,511,2025,875,406392.65,190
771,GT09,GT0908,512,2021,990,798776.35,22
772,GT09,GT0908,512,2022,1454,251542.53,274
773,GT09,GT0908,512,2023,345,575633.48,229
774,GT09,GT0908,512,2024,323,736833.29,245
775,GT09,GT0908,512,2025,3092,76366.49,20
776,GT09,GT0908,513,2021,2027,365268.23,208
777,GT09,GT0908,513,2022,2832,520354.55,234
778,GT09,GT0908,513,2023,1401,258031.35,308
779,GT09,GT0908,513,2024,1061,513472.72,309
780,GT09,GT0908,513,2025,1769,69192.11,90
781,GT09,GT0909,521,2021,1364,528535.76,228
782,GT09,GT0909,521,2022,1128,305783.82,152
783,GT09,GT0909,521,2023,3974,373351.61,76
784,GT09,GT0909,521,2024,487,62903.78,175
785,GT09,GT0909,521,2025,2600,729287.99,271
786,GT09,GT0909,522,2021,752,751829.96,259
787,GT09,GT0909,522,2022,3130,530629.72,111
788,GT09,GT0909,522,2023,1784,316144.82,298
789,GT09,GT0909,522,2024,2565,546638.82,145
790,GT09,GT0909,522,2025,501,369331.25,47
791,GT09,GT0909,523,2021,1822,225665.97,38
792,GT09,GT0909,523,2022,4128,25463.9,111
793,GT09,GT0909,523,2023,1637,778612.46,186
794,GT09,GT0909,523,2024,2523,763650.84,93
795,GT09,GT0909,523,2025,1484,439834.96,92
796,GT09,GT0910,531,2021,2409,612560.86,115
797,GT09,GT0910,531,2022,3052,317729.99,301
798,GT09,GT0910,531,2023,2241,541735.73,309
799,GT09,GT0910,531,2024,3286,763095.75,143
800,GT09,GT0910,531,2025,2069,310899.52,268
801,GT09,GT0910,532,2021,4416,706798.25,254
802,GT09,GT0910,532,2022,625,639481.47,195
803,GT09,GT0910,532,2023,3011,64195.23,93
804,GT09,GT0910,532,2024,1928,637703.7,206
805,GT09,GT0910,532,2025,667,122995.98,290
806,GT09,GT0910,533,2021,1858,154397.14,262
807,GT09,GT0910,533,2022,3526,280015.09,219
808,GT09,GT0910,533,2023,2664,740175.27,129
809,GT09,GT0910,533,2024,4108,315928.92,40
810,GT09,GT0910,533,2025,1823,687160.8,219
811,GT09,GT0911,541,2021,4409,267424.89,286
812,GT09,GT0911,541,2022,1573,819502.76,148
813,GT09,GT0911,541,2023,2258,677166.87,16
814,GT09,GT0911,541,2024,1264,388829.93,255
815,GT09,GT0911,541,2025,3129,92977.77,148
816,GT09,GT0911,542,2021,3992,176514.4,155
817,GT09,GT0911,542,2022,721,404896.8,171
818,GT09,GT0911,542,2023,3128,830428.76,221
819,GT09,GT0911,542,2024,478,356074.67,221
820,GT09,GT0911,542,2025,3009,660921.53,197
821,GT09,GT0911,543,2021,2066,544136.3,267
822,GT09,GT0911,543,2022,3320,806753.93,191
823,GT09,GT0911,543,2023,1361,116461.04,50
824,GT09,GT0911,543,2024,1565,192021.89,38
825,GT09,GT0911,543,2025,500,221182.52,54
826,GT09,GT0912,551,2021,1797,755682.1,54
827,GT09,GT0912,551,2022,4342,476188.5,160
828,GT09,GT0912,551,2023,1218,198436.93,65
829,GT09,GT0912,551,2024,323,667494.88,99
830,GT09,GT0912,551,2025,897,177126.4,297
831,GT09,GT0912,552,2021,1880,218883.58,61
832,GT09,GT0912,552,2022,4421,152735.33,73
833,GT09,GT0912,552,2023,347,368122.11,139
834,GT09,GT0912,552,2024,1380,65088.49,83
835,GT09,GT0912,552,2025,1841,491009.92,36
836,GT09,GT0912,553,2021,352,68745.49,306
837,GT09,GT0912,553,2022,2857,673547.1,171
838,GT09,GT0912,553,2023,794,711690.25,313
839,GT09,GT0912,553,2024,3203,586350.59,156
840,GT09,GT0912,553,2025,1821,577071.95,252
841,GT09,GT0913,561,2021,3506,518195.76,184
842,GT09,GT0913,561,2022,3839,59010.17,114
843,GT09,GT0913,561,2023,3122,171798.75,254
844,GT09,GT0913,561,2024,3945,228464.48,267
845,GT09,GT0913,561,2025,964,34299.94,302
846,GT09,GT0913,562,2021,4358,617485.84,229
847,GT09,GT0913,562,2022,2828,766579.94,30
848,GT09,GT0913,562,2023,610,520110.52,308
849,GT09,GT0913,562,2024,1524,128460.24,244
850,GT09,GT0913,562,2025,2257,358420.13,257
851,GT09,GT0913,563,2021,760,670186.48,215
852,GT09,GT0913,563,2022,4438,586350.56,320
853,GT09,GT0913,563,2023,870,816599.8,58
854,GT09,GT0913,563,2024,870,133738.82,59
855,GT09,GT0913,563,2025,4365,116965.14,72
856,GT09,GT0914,571,2021,146,675658.3,265
857,GT09,GT0914,571,2022,3330,467285.9,122
858,GT09,GT0914,571,2023,3306,53989.17,280
859,GT09,GT0914,571,2024,2672,414687.35,250
860,GT09,GT0914,571,2025,1414,310178.74,295
861,GT09,GT0914,572,2021,1444,141784.17,276
862,GT09,GT0914,572,2022,405,580026.5,152
863,GT09,GT0914,572,2023,652,351867.38,216
864,GT09,GT0914,572,2024,2134,45144.2,34
865,GT09,GT0914,572,2025,1758,654556.98,193
866,GT09,GT0914,573,2021,2021,845674.83,309
867,GT09,GT0914,573,2022,3225,715606.28,249
868,GT09,GT0914,573,2023,363,353723.12,143
869,GT09,GT0914,573,2024,4441,462409.57,174
870,GT09,GT0914,573,2025,3198,775903.06,77
871,GT09,GT0915,581,2021,714,333428.0,264
872,GT09,GT0915,581,2022,3424,104895.78,219
873,GT09,GT0915,581,2023,2364,685122.75,44
874,GT09,GT0915,581,2024,712,516313.37,214
875,GT09,GT0915,581,2025,2373,771159.16,139
876,GT09,GT0915,582,2021,3649,419439.95,125
877,GT09,GT0915,582,2022,2571,832162.6,311
878,GT09,GT0915,582,2023,3385,117047.32,80
879,GT09,GT0915,582,2024,2833,631773.73,162
880,GT09,GT0915,582,2025,3940,237477.94,100
881,GT09,GT0915,583,2021,2782,93227.84,48
882,GT09,GT0915,583,2022,4013,818304.2,216
883,GT09,GT0915,583,2023,2405,651781.13,96
884,GT09,GT0915,583,2024,1314,764718.22,159
885,GT09,GT0915,583,2025,1018,779761.05,108
886,GT09,GT0916,591,2021,3071,848276.35,251
887,GT09,GT0916,591,2022,1784,366868.86,315
888,GT09,GT0916,591,2023,2379,187538.94,225
889,GT09,GT0916,591,2024,3746,443114.24,209
890,GT09,GT0916,591,2025,1326,583601.73,289
891,GT09,GT0916,592,2021,3367,499192.92,285
892,GT09,GT0916,592,2022,2596,71900.76,17
893,GT09,GT0916,592,2023,4325,519742.51,49
894,GT09,GT0916,592,2024,1772,67881.31,176
895,GT09,GT0916,592,2025,4310,473026.18,279
896,GT09,GT0916,593,2021,1517,97172.31,22
897,GT09,GT0916,593,2022,2965,562346.48,230
898,GT09,GT0916,593,2023,4346,241569.31,227
899,GT09,GT0916,593,2024,4121,404492.86,28
900,GT09,GT0916,593,2025,642,434968.42,225
901,GT09,GT0917,601,2021,706,585282.65,273
902,GT09,GT0917,601,2022,1090,489026.78,119
903,GT09,GT0917,601,2023,1439,649059.31,288
904,GT09,GT0917,601,2024,312,841644.61,261
905,GT09,GT0917,601,2025,2431,138253.75,108
906,GT09,GT0917,602,2021,4429,456149.76,77
907,GT09,GT0917,602,2022,2635,178465.23,213
908,GT09,GT0917,602,2023,3207,201467.56,211
909,GT09,GT0917,602,2024,1334,392567.8,195
910,GT09,GT0917,602,2025,2793,47884.94,83
911,GT09,GT0917,603,2021,2389,151624.41,121
912,GT09,GT0917,603,2022,229,637619.1,199
913,GT09,GT0917,603,2023,4272,26023.14,55
914,GT09,GT0917,603,2024,3613,344871.4,22
915,GT09,GT0917,603,2025,236,517319.27,244
916,GT09,GT0918,611,2021,3483,434262.74,158
917,GT09,GT0918,611,2022,3089,28514.72,187
918,GT09,GT0918,611,2023,1495,819813.7,165
919,GT09,GT0918,611,2024,4473,685760.96,223
920,GT09,GT0918,611,2025,4096,786389.27,191
921,GT09,GT0918,612,2021,4439,545304.23,103
922,GT09,GT0918,612,2022,936,250950.85,47
923,GT09,GT0918,612,2023,2264,453348.35,153
924,GT09,GT0918,612,2024,1200,280092.25,232
925,GT09,GT0918,612,2025,4435,662957.01,260
926,GT09,GT0918,613,2021,2737,174468.6,303
927,GT09,GT0918,613,2022,2788,103125.28,194
928,GT09,GT0918,613,2023,3405,582732.4,306
929,GT09,GT0918,613,2024,3572,792749.32,288
930,GT09,GT0918,613,2025,989,82476.25,267
931,GT09,GT0919,621,2021,178,228743.36,32
932,GT09,GT0919,621,2022,3063,415045.8,181
933,GT09,GT0919,621,2023,4303,389757.79,174
934,GT09,GT0919,621,2024,292,184349.22,222
935,GT09,GT0919,621,2025,206,190761.26,226
936,GT09,GT0919,622,2021,381,412210.62,272
937,GT09,GT0919,622,2022,581,326031.32,89
938,GT09,GT0919,622,2023,4197,450419.21,275
939,GT09,GT0919,622,2024,2113,427352.55,200
940,GT09,GT0919,622,2025,3586,528688.1,308
941,GT09,GT0919,623,2021,4001,526038.92,248
942,GT09,GT0919,623,2022,3510,651325.96,252
943,GT09,GT0919,623,2023,3929,731688.85,78
944,GT09,GT0919,623,2024,2709,691822.01,73
945,GT09,GT0919,623,2025,1333,562255.73,142
946,GT09,GT0920,631,2021,3053,233079.95,267
947,GT09,GT0920,631,2022,800,375859.0,139
948,GT09,GT0920,631,2023,4067,640368.48,61
949,GT09,GT0920,631,2024,4256,125974.0,99
950,GT09,GT0920,631,2025,1646,190353.87,132
951,GT09,GT0920,632,2021,583,65664.78,32
952,GT09,GT0920,632,2022,3946,488692.39,263
953,GT09,GT0920,632,2023,929,489170.71,178
954,GT09,GT0920,632,2024,3855,688132.58,210
955,GT09,GT0920,632,2025,3916,590688.85,30
956,GT09,GT0920,633,2021,1014,684616.69,27
957,GT09,GT0920,633,2022,561,748019.62,139
958,GT09,GT0920,633,2023,434,175381.86,19
959,GT09,GT0920,633,2024,4172,555509.56,48
960,GT09,GT0920,633,2025,3557,239926.5,232
961,GT09,GT0921,641,2021,3227,549887.23,81
962,GT09,GT0921,641,2022,303,796447.81,35
963,GT09,GT0921,641,2023,3043,257618.03,107
964,GT09,GT0921,641,2024,2897,746647.02,305
965,GT09,GT0921,641,2025,3863,333108.2,222
966,GT09,GT0921,642,2021,1053,352407.87,48
967,GT09,GT0921,642,2022,301,698805.56,280
968,GT09,GT0921,642,2023,3985,198006.45,221
969,GT09,GT0921,642,2024,3853,296881.47,320
970,GT09,GT0921,642,2025,1833,433539.93,166
971,GT09,GT0921,643,2021,2057,298888.89,271
972,GT09,GT0921,643,2022,2135,312485.25,129
973,GT09,GT0921,643,2023,692,800194.2,84
974,GT09,GT0921,643,2024,4125,521128.64,71
975,GT09,GT0921,643,2025,2724,150490.56,116
976,GT09,GT0922,651,2021,2675,648009.99,43
977,GT09,GT0922,651,2022,4056,597141.36,39
978,GT09,GT0922,651,2023,4178,809704.14,319
979,GT09,GT0922,651,2024,2183,56641.87,228
980,GT09,GT0922,651,2025,3894,175648.51,36
981,GT09,GT0922,652,2021,2571,186979.06,132
982,GT09,GT0922,652,2022,187,716675.04,297
983,GT09,GT0922,652,2023,3359,530794.24,242
984,GT09,GT0922,652,2024,4006,435971.9,121
985,GT09,GT0922,652,2025,3651,689318.81,89
986,GT09,GT0922,653,2021,2868,175800.96,238
987,GT09,GT0922,653,2022,3520,406453.64,226
988,GT09,GT0922,653,2023,3652,50974.31,268
989,GT09,GT0922,653,2024,1608,89329.17,226
990,GT09,GT0922,653,2025,4087,546985.4,243
991,GT09,GT0923,661,2021,2057,261802.94,27
992,GT09,GT0923,661,2022,805,589130.44,288
993,GT09,GT0923,661,2023,2822,30584.3,216
994,GT09,GT0923,661,2024,1960,178803.23,57
995,GT09,GT0923,661,2025,1841,373543.03,171
996,GT09,GT0923,662,2021,2338,524172.31,124
997,GT09,GT0923,662,2022,1407,161024.77,166
998,GT09,GT0923,662,2023,4233,104440.28,109
999,GT09,GT0923,662,2024,2827,776742.07,248
1000,GT09,GT0923,662,2025,4221,176274.7,118
1001,GT09,GT0923,663,2021,4085,296287.13,15
1002,GT09,GT0923,663,2022,1871,377723.77,52
1003,GT09,GT0923,663,2023,3670,542729.26,274
1004,GT09,GT0923,663,2024,1095,758348.25,249
1005,GT09,GT0923,663,2025,2159,712298.86,23
1006,GT09,GT0924,671,2021,1602,238904.17,186
1007,GT09,GT0924,671,2022,953,492724.58,18
1008,GT09,GT0924,671,2023,131,578474.13,129
1009,GT09,GT0924,671,2024,2627,548069.27,313
1010,GT09,GT0924,671,2025,1354,309840.46,77
1011,GT09,GT0924,672,2021,1708,465876.93,47
1012,GT09,GT0924,672,2022,3825,402620.82,221
1013,GT09,GT0924,672,2023,4441,307154.19,275
1014,GT09,GT0924,672,2024,2831,511097.98,290
1015,GT09,GT0924,672,2025,2739,43768.18,115
1016,GT09,GT0924,673,2021,1401,378042.34,111
1017,GT09,GT0924,673,2022,1261,199406.08,62
1018,GT09,GT0924,673,2023,2740,519452.05,170
1019,GT09,GT0924,673,2024,838,185396.82,272
1020,GT09,GT0924,673,2025,401,426482.98,123
