id_evento,codigo,nombre,fecha_inicio,fecha_fin,departamento_pcode,municipio_pcode,lugar_detallado,organizador
271,EVT_GT1313_0270,Feria de la Artesanía Tradicional en San Miguel Acatán - Edición 2019 - Ref 271,2019-11-12,2019-11-15,GT13,GT1313,Plaza Central de San Miguel Acatán,Municipalidad de San Miguel Acatán y Comité de Cultura
272,EVT_GT1314_0271,Festival del Tejido Maya y Jaspe en San Rafael La Independencia - Edición 2019 - Ref 272,2019-11-12,2019-11-15,GT13,GT1314,Plaza Central de San Rafael La Independencia,Municipalidad de San Rafael La Independencia y Comité de Cultura
273,EVT_GT1315_0272,Encuentro Regional de Pintores en Todos Santos Cuchumatán - Edición 2019 - Ref 273,2019-11-12,2019-11-15,GT13,GT1315,Plaza Central de Todos Santos Cuchumatán,Municipalidad de Todos Santos Cuchumatán y Comité de Cultura
274,EVT_GT1316_0273,Festival Nacional de la Marimba en San Juan Atitán - Edición 2025 - Ref 274,2025-11-12,2025-11-15,GT13,GT1316,Plaza Central de San Juan Atitán,Municipalidad de San Juan Atitán y Comité de Cultura
275,EVT_GT1317_0274,Exposición Colectiva de Escultura en Santa Eulalia - Edición 2020 - Ref 275,2020-11-12,2020-11-15,GT13,GT1317,Plaza Central de Santa Eulalia,Municipalidad de Santa Eulalia y Comité de Cultura
276,EVT_GT1318_0275,Feria de la Artesanía Tradicional en San Mateo Ixtatán - Edición 2025 - Ref 276,2025-11-12,2025-11-15,GT13,GT1318,Plaza Central de San Mateo Ixtatán,Municipalidad de San Mateo Ixtatán y Comité de Cultura
277,EVT_GT1319_0276,Festival del Tejido Maya y Jaspe en Colotenango - Edición 2024 - Ref 277,2024-11-12,2024-11-15,GT13,GT1319,Plaza Central de Colotenango,Municipalidad de Colotenango y Comité de Cultura
278,EVT_GT1320_0277,Encuentro Regional de Pintores en San Sebastián Huehuetenango - Edición 2024 - Ref 278,2024-11-12,2024-11-15,GT13,GT1320,Plaza Central de San Sebastián Huehuetenango,Municipalidad de San Sebastián Huehuetenango y Comité de Cultura
279,EVT_GT1321_0278,Festival Nacional de la Marimba en Tectitán - Edición 2021 - Ref 279,2021-11-12,2021-11-15,GT13,GT1321,Plaza Central de Tectitán,Municipalidad de Tectitán y Comité de Cultura
280,EVT_GT1322_0279,Exposición Colectiva de Escultura en Concepción Huista - Edición 2025 - Ref 280,2025-11-12,2025-11-15,GT13,GT1322,Plaza Central de Concepción Huista,Municipalidad de Concepción Huista y Comité de Cultura
281,EVT_GT1323_0280,Feria de la Artesanía Tradicional en San Juan Ixcoy - Edición 2025 - Ref 281,2025-11-12,2025-11-15,GT13,GT1323,Plaza Central de San Juan Ixcoy,Municipalidad de San Juan Ixcoy y Comité de Cultura
282,EVT_GT1324_0281,Festival del Tejido Maya y Jaspe en San Antonio Huista - Edición 2020 - Ref 282,2020-11-12,2020-11-15,GT13,GT1324,Plaza Central de San Antonio Huista,Municipalidad de San Antonio Huista y Comité de Cultura
283,EVT_GT1325_0282,Encuentro Regional de Pintores en San Sebastián Coatán - Edición 2023 - Ref 283,2023-11-12,2023-11-15,GT13,GT1325,Plaza Central de San Sebastián Coatán,Municipalidad de San Sebastián Coatán y Comité de Cultura
284,EVT_GT1326_0283,Festival Nacional de la Marimba en Barillas - Edición 2025 - Ref 284,2025-11-12,2025-11-15,GT13,GT1326,Plaza Central de Barillas,Municipalidad de Barillas y Comité de Cultura
285,EVT_GT1327_0284,Exposición Colectiva de Escultura en Aguacatán - Edición 2019 - Ref 285,2019-11-12,2019-11-15,GT13,GT1327,Plaza Central de Aguacatán,Municipalidad de Aguacatán y Comité de Cultura
286,EVT_GT1328_0285,Feria de la Artesanía Tradicional en San Rafael Petzal - Edición 2019 - Ref 286,2019-11-12,2019-11-15,GT13,GT1328,Plaza Central de San Rafael Petzal,Municipalidad de San Rafael Petzal y Comité de Cultura
287,EVT_GT1329_0286,Festival del Tejido Maya y Jaspe en San Gaspar Ixchil - Edición 2024 - Ref 287,2024-11-12,2024-11-15,GT13,GT1329,Plaza Central de San Gaspar Ixchil,Municipalidad de San Gaspar Ixchil y Comité de Cultura
288,EVT_GT1330_0287,Encuentro Regional de Pintores en Santiago Chimaltenango - Edición 2020 - Ref 288,2020-11-12,2020-11-15,GT13,GT1330,Plaza Central de Santiago Chimaltenango,Municipalidad de Santiago Chimaltenango y Comité de Cultura
289,EVT_GT1331_0288,Festival Nacional de la Marimba en Santa Ana Huista - Edición 2024 - Ref 289,2024-11-12,2024-11-15,GT13,GT1331,Plaza Central de Santa Ana Huista,Municipalidad de Santa Ana Huista y Comité de Cultura
290,EVT_GT1332_0289,Exposición Colectiva de Escultura en Unión Cantinil - Edición 2023 - Ref 290,2023-11-12,2023-11-15,GT13,GT1332,Plaza Central de Unión Cantinil,Municipalidad de Unión Cantinil y Comité de Cultura
291,EVT_GT1333_0290,Feria de la Artesanía Tradicional en Petatán - Edición 2019 - Ref 291,2019-11-12,2019-11-15,GT13,GT1333,Plaza Central de Petatán,Municipalidad de Petatán y Comité de Cultura
292,EVT_GT1401_0291,Festival del Tejido Maya y Jaspe en Santa Cruz del Quiché - Edición 2018 - Ref 292,2018-11-12,2018-11-15,GT14,GT1401,Plaza Central de Santa Cruz del Quiché,Municipalidad de Santa Cruz del Quiché y Comité de Cultura
293,EVT_GT1402_0292,Encuentro Regional de Pintores en Chiché - Edición 2021 - Ref 293,2021-11-12,2021-11-15,GT14,GT1402,Plaza Central de Chiché,Municipalidad de Chiché y Comité de Cultura
294,EVT_GT1403_0293,Festival Nacional de la Marimba en Chinique - Edición 2018 - Ref 294,2018-11-12,2018-11-15,GT14,GT1403,Plaza Central de Chinique,Municipalidad de Chinique y Comité de Cultura
295,EVT_GT1404_0294,Exposición Colectiva de Escultura en Zacualpa - Edición 2019 - Ref 295,2019-11-12,2019-11-15,GT14,GT1404,Plaza Central de Zacualpa,Municipalidad de Zacualpa y Comité de Cultura
296,EVT_GT1405_0295,Feria de la Artesanía Tradicional en Chajul - Edición 2020 - Ref 296,2020-11-12,2020-11-15,GT14,GT1405,Plaza Central de Chajul,Municipalidad de Chajul y Comité de Cultura
297,EVT_GT1406_0296,Festival del Tejido Maya y Jaspe en Chichicastenango - Edición 2025 - Ref 297,2025-11-12,2025-11-15,GT14,GT1406,Plaza Central de Chichicastenango,Municipalidad de Chichicastenango y Comité de Cultura
298,EVT_GT1407_0297,Encuentro Regional de Pintores en Patzité - Edición 2018 - Ref 298,2018-11-12,2018-11-15,GT14,GT1407,Plaza Central de Patzité,Municipalidad de Patzité y Comité de Cultura
299,EVT_GT1408_0298,Festival Nacional de la Marimba en San Antonio Ilotenango - Edición 2018 - Ref 299,2018-11-12,2018-11-15,GT14,GT1408,Plaza Central de San Antonio Ilotenango,Municipalidad de San Antonio Ilotenango y Comité de Cultura
300,EVT_GT1409_0299,Exposición Colectiva de Escultura en San Pedro Jocopilas - Edición 2023 - Ref 300,2023-11-12,2023-11-15,GT14,GT1409,Plaza Central de San Pedro Jocopilas,Municipalidad de San Pedro Jocopilas y Comité de Cultura
301,EVT_GT1410_0300,Feria de la Artesanía Tradicional en Cunén - Edición 2025 - Ref 301,2025-11-12,2025-11-15,GT14,GT1410,Plaza Central de Cunén,Municipalidad de Cunén y Comité de Cultura
302,EVT_GT1411_0301,Festival del Tejido Maya y Jaspe en San Juan Cotzal - Edición 2024 - Ref 302,2024-11-12,2024-11-15,GT14,GT1411,Plaza Central de San Juan Cotzal,Municipalidad de San Juan Cotzal y Comité de Cultura
303,EVT_GT1412_0302,Encuentro Regional de Pintores en Joyabaj - Edición 2019 - Ref 303,2019-11-12,2019-11-15,GT14,GT1412,Plaza Central de Joyabaj,Municipalidad de Joyabaj y Comité de Cultura
304,EVT_GT1413_0303,Festival Nacional de la Marimba en Nebaj - Edición 2020 - Ref 304,2020-11-12,2020-11-15,GT14,GT1413,Plaza Central de Nebaj,Municipalidad de Nebaj y Comité de Cultura
305,EVT_GT1414_0304,Exposición Colectiva de Escultura en San Andrés Sajcabajá - Edición 2019 - Ref 305,2019-11-12,2019-11-15,GT14,GT1414,Plaza Central de San Andrés Sajcabajá,Municipalidad de San Andrés Sajcabajá y Comité de Cultura
306,EVT_GT1415_0305,Feria de la Artesanía Tradicional en Uspantán - Edición 2020 - Ref 306,2020-11-12,2020-11-15,GT14,GT1415,Plaza Central de Uspantán,Municipalidad de Uspantán y Comité de Cultura
307,EVT_GT1416_0306,Festival del Tejido Maya y Jaspe en Sacapulas - Edición 2024 - Ref 307,2024-11-12,2024-11-15,GT14,GT1416,Plaza Central de Sacapulas,Municipalidad de Sacapulas y Comité de Cultura
308,EVT_GT1417_0307,Encuentro Regional de Pintores en San Bartolomé Jocotenango - Edición 2020 - Ref 308,2020-11-12,2020-11-15,GT14,GT1417,Plaza Central de San Bartolomé Jocotenango,Municipalidad de San Bartolomé Jocotenango y Comité de Cultura
309,EVT_GT1418_0308,Festival Nacional de la Marimba en Canillá - Edición 2022 - Ref 309,2022-11-12,2022-11-15,GT14,GT1418,Plaza Central de Canillá,Municipalidad de Canillá y Comité de Cultura
310,EVT_GT1419_0309,Exposición Colectiva de Escultura en Chicamán - Edición 2024 - Ref 310,2024-11-12,2024-11-15,GT14,GT1419,Plaza Central de Chicamán,Municipalidad de Chicamán y Comité de Cultura
311,EVT_GT1420_0310,Feria de la Artesanía Tradicional en Ixcán - Edición 2025 - Ref 311,2025-11-12,2025-11-15,GT14,GT1420,Plaza Central de Ixcán,Municipalidad de Ixcán y Comité de Cultura
312,EVT_GT1421_0311,Festival del Tejido Maya y Jaspe en Pachalum - Edición 2021 - Ref 312,2021-11-12,2021-11-15,GT14,GT1421,Plaza Central de Pachalum,Municipalidad de Pachalum y Comité de Cultura
313,EVT_GT1501_0312,Encuentro Regional de Pintores en Salamá - Edición 2019 - Ref 313,2019-11-12,2019-11-15,GT15,GT1501,Plaza Central de Salamá,Municipalidad de Salamá y Comité de Cultura
314,EVT_GT1502_0313,Festival Nacional de la Marimba en San Miguel Chicaj - Edición 2023 - Ref 314,2023-11-12,2023-11-15,GT15,GT1502,Plaza Central de San Miguel Chicaj,Municipalidad de San Miguel Chicaj y Comité de Cultura
315,EVT_GT1503_0314,Exposición Colectiva de Escultura en Rabinal - Edición 2018 - Ref 315,2018-11-12,2018-11-15,GT15,GT1503,Plaza Central de Rabinal,Municipalidad de Rabinal y Comité de Cultura
316,EVT_GT1504_0315,Feria de la Artesanía Tradicional en Cubulco - Edición 2018 - Ref 316,2018-11-12,2018-11-15,GT15,GT1504,Plaza Central de Cubulco,Municipalidad de Cubulco y Comité de Cultura
317,EVT_GT1505_0316,Festival del Tejido Maya y Jaspe en Granados - Edición 2019 - Ref 317,2019-11-12,2019-11-15,GT15,GT1505,Plaza Central de Granados,Municipalidad de Granados y Comité de Cultura
318,EVT_GT1506_0317,Encuentro Regional de Pintores en El Chol - Edición 2020 - Ref 318,2020-11-12,2020-11-15,GT15,GT1506,Plaza Central de El Chol,Municipalidad de El Chol y Comité de Cultura
319,EVT_GT1507_0318,Festival Nacional de la Marimba en San Jerónimo - Edición 2018 - Ref 319,2018-11-12,2018-11-15,GT15,GT1507,Plaza Central de San Jerónimo,Municipalidad de San Jerónimo y Comité de Cultura
320,EVT_GT1508_0319,Exposición Colectiva de Escultura en Purulhá - Edición 2018 - Ref 320,2018-11-12,2018-11-15,GT15,GT1508,Plaza Central de Purulhá,Municipalidad de Purulhá y Comité de Cultura
321,EVT_GT0401_0320,Feria de la Artesanía Tradicional en Chimaltenango - Edición 2019 - Ref 321,2019-11-12,2019-11-15,GT04,GT0401,Plaza Central de Chimaltenango,Municipalidad de Chimaltenango y Comité de Cultura
322,EVT_GT0402_0321,Festival del Tejido Maya y Jaspe en San José Poaquil - Edición 2023 - Ref 322,2023-11-12,2023-11-15,GT04,GT0402,Plaza Central de San José Poaquil,Municipalidad de San José Poaquil y Comité de Cultura
323,EVT_GT0403_0322,Encuentro Regional de Pintores en San Martín Jilotepeque - Edición 2021 - Ref 323,2021-11-12,2021-11-15,GT04,GT0403,Plaza Central de San Martín Jilotepeque,Municipalidad de San Martín Jilotepeque y Comité de Cultura
324,EVT_GT0404_0323,Festival Nacional de la Marimba en Comalapa - Edición 2023 - Ref 324,2023-11-12,2023-11-15,GT04,GT0404,Plaza Central de Comalapa,Municipalidad de Comalapa y Comité de Cultura
325,EVT_GT0405_0324,Exposición Colectiva de Escultura en Santa Apolonia - Edición 2020 - Ref 325,2020-11-12,2020-11-15,GT04,GT0405,Plaza Central de Santa Apolonia,Municipalidad de Santa Apolonia y Comité de Cultura
326,EVT_GT0406_0325,Feria de la Artesanía Tradicional en Tecpán Guatemala - Edición 2023 - Ref 326,2023-11-12,2023-11-15,GT04,GT0406,Plaza Central de Tecpán Guatemala,Municipalidad de Tecpán Guatemala y Comité de Cultura
327,EVT_GT0407_0326,Festival del Tejido Maya y Jaspe en Patzún - Edición 2024 - Ref 327,2024-11-12,2024-11-15,GT04,GT0407,Plaza Central de Patzún,Municipalidad de Patzún y Comité de Cultura
328,EVT_GT0408_0327,Encuentro Regional de Pintores en Pochuta - Edición 2021 - Ref 328,2021-11-12,2021-11-15,GT04,GT0408,Plaza Central de Pochuta,Municipalidad de Pochuta y Comité de Cultura
329,EVT_GT0409_0328,Festival Nacional de la Marimba en Patzicía - Edición 2023 - Ref 329,2023-11-12,2023-11-15,GT04,GT0409,Plaza Central de Patzicía,Municipalidad de Patzicía y Comité de Cultura
330,EVT_GT0410_0329,Exposición Colectiva de Escultura en Santa Cruz Balanyá - Edición 2018 - Ref 330,2018-11-12,2018-11-15,GT04,GT0410,Plaza Central de Santa Cruz Balanyá,Municipalidad de Santa Cruz Balanyá y Comité de Cultura
331,EVT_GT0411_0330,Feria de la Artesanía Tradicional en Acatenango - Edición 2018 - Ref 331,2018-11-12,2018-11-15,GT04,GT0411,Plaza Central de Acatenango,Municipalidad de Acatenango y Comité de Cultura
332,EVT_GT0412_0331,Festival del Tejido Maya y Jaspe en Yepocapa - Edición 2018 - Ref 332,2018-11-12,2018-11-15,GT04,GT0412,Plaza Central de Yepocapa,Municipalidad de Yepocapa y Comité de Cultura
333,EVT_GT0413_0332,Encuentro Regional de Pintores en San Andrés Itzapa - Edición 2021 - Ref 333,2021-11-12,2021-11-15,GT04,GT0413,Plaza Central de San Andrés Itzapa,Municipalidad de San Andrés Itzapa y Comité de Cultura
334,EVT_GT0414_0333,Festival Nacional de la Marimba en Parramos - Edición 2020 - Ref 334,2020-11-12,2020-11-15,GT04,GT0414,Plaza Central de Parramos,Municipalidad de Parramos y Comité de Cultura
335,EVT_GT0415_0334,Exposición Colectiva de Escultura en Zaragoza - Edición 2023 - Ref 335,2023-11-12,2023-11-15,GT04,GT0415,Plaza Central de Zaragoza,Municipalidad de Zaragoza y Comité de Cultura
336,EVT_GT0416_0335,Feria de la Artesanía Tradicional en El Tejar - Edición 2018 - Ref 336,2018-11-12,2018-11-15,GT04,GT0416,Plaza Central de El Tejar,Municipalidad de El Tejar y Comité de Cultura
337,EVT_GT0700_0336,Festival del Tejido Maya y Jaspe en Lago De Atitlan - Edición 2018 - Ref 337,2018-11-12,2018-11-15,GT07,GT0700,Plaza Central de Lago De Atitlan,Municipalidad de Lago De Atitlan y Comité de Cultura
338,EVT_GT0701_0337,Encuentro Regional de Pintores en Sololá - Edición 2018 - Ref 338,2018-11-12,2018-11-15,GT07,GT0701,Plaza Central de Sololá,Municipalidad de Sololá y Comité de Cultura
339,EVT_GT0702_0338,Festival Nacional de la Marimba en San José Chacayá - Edición 2020 - Ref 339,2020-11-12,2020-11-15,GT07,GT0702,Plaza Central de San José Chacayá,Municipalidad de San José Chacayá y Comité de Cultura
340,EVT_GT0703_0339,Exposición Colectiva de Escultura en Santa María Visitación - Edición 2019 - Ref 340,2019-11-12,2019-11-15,GT07,GT0703,Plaza Central de Santa María Visitación,Municipalidad de Santa María Visitación y Comité de Cultura
341,EVT_GT0704_0340,Feria de la Artesanía Tradicional en Santa Lucía Utatlán - Edición 2019 - Ref 341,2019-11-12,2019-11-15,GT07,GT0704,Plaza Central de Santa Lucía Utatlán,Municipalidad de Santa Lucía Utatlán y Comité de Cultura
342,EVT_GT0705_0341,Festival del Tejido Maya y Jaspe en Nahualá - Edición 2022 - Ref 342,2022-11-12,2022-11-15,GT07,GT0705,Plaza Central de Nahualá,Municipalidad de Nahualá y Comité de Cultura
343,EVT_GT0706_0342,Encuentro Regional de Pintores en Santa Catarina Ixtahuacán - Edición 2020 - Ref 343,2020-11-12,2020-11-15,GT07,GT0706,Plaza Central de Santa Catarina Ixtahuacán,Municipalidad de Santa Catarina Ixtahuacán y Comité de Cultura
344,EVT_GT0707_0343,Festival Nacional de la Marimba en Santa Clara La Laguna - Edición 2025 - Ref 344,2025-11-12,2025-11-15,GT07,GT0707,Plaza Central de Santa Clara La Laguna,Municipalidad de Santa Clara La Laguna y Comité de Cultura
345,EVT_GT0708_0344,Exposición Colectiva de Escultura en Concepción - Edición 2020 - Ref 345,2020-11-12,2020-11-15,GT07,GT0708,Plaza Central de Concepción,Municipalidad de Concepción y Comité de Cultura
346,EVT_GT0709_0345,Feria de la Artesanía Tradicional en San Andrés Semetabaj - Edición 2022 - Ref 346,2022-11-12,2022-11-15,GT07,GT0709,Plaza Central de San Andrés Semetabaj,Municipalidad de San Andrés Semetabaj y Comité de Cultura
347,EVT_GT0710_0346,Festival del Tejido Maya y Jaspe en Panajachel - Edición 2022 - Ref 347,2022-11-12,2022-11-15,GT07,GT0710,Plaza Central de Panajachel,Municipalidad de Panajachel y Comité de Cultura
348,EVT_GT0711_0347,Encuentro Regional de Pintores en Santa Catarina Palopó - Edición 2025 - Ref 348,2025-11-12,2025-11-15,GT07,GT0711,Plaza Central de Santa Catarina Palopó,Municipalidad de Santa Catarina Palopó y Comité de Cultura
349,EVT_GT0712_0348,Festival Nacional de la Marimba en San Antonio Palopó - Edición 2024 - Ref 349,2024-11-12,2024-11-15,GT07,GT0712,Plaza Central de San Antonio Palopó,Municipalidad de San Antonio Palopó y Comité de Cultura
350,EVT_GT0713_0349,Exposición Colectiva de Escultura en San Lucas Tolimán - Edición 2018 - Ref 350,2018-11-12,2018-11-15,GT07,GT0713,Plaza Central de San Lucas Tolimán,Municipalidad de San Lucas Tolimán y Comité de Cultura
351,EVT_GT0714_0350,Feria de la Artesanía Tradicional en Santa Cruz La Laguna - Edición 2024 - Ref 351,2024-11-12,2024-11-15,GT07,GT0714,Plaza Central de Santa Cruz La Laguna,Municipalidad de Santa Cruz La Laguna y Comité de Cultura
352,EVT_GT0715_0351,Festival del Tejido Maya y Jaspe en San Pablo La Laguna - Edición 2022 - Ref 352,2022-11-12,2022-11-15,GT07,GT0715,Plaza Central de San Pablo La Laguna,Municipalidad de San Pablo La Laguna y Comité de Cultura
353,EVT_GT0716_0352,Encuentro Regional de Pintores en San Marcos La Laguna - Edición 2025 - Ref 353,2025-11-12,2025-11-15,GT07,GT0716,Plaza Central de San Marcos La Laguna,Municipalidad de San Marcos La Laguna y Comité de Cultura
354,EVT_GT0717_0353,Festival Nacional de la Marimba en San Juan La Laguna - Edición 2020 - Ref 354,2020-11-12,2020-11-15,GT07,GT0717,Plaza Central de San Juan La Laguna,Municipalidad de San Juan La Laguna y Comité de Cultura
355,EVT_GT0718_0354,Exposición Colectiva de Escultura en San Pedro La Laguna - Edición 2023 - Ref 355,2023-11-12,2023-11-15,GT07,GT0718,Plaza Central de San Pedro La Laguna,Municipalidad de San Pedro La Laguna y Comité de Cultura
356,EVT_GT0719_0355,Feria de la Artesanía Tradicional en Santiago Atitlán - Edición 2018 - Ref 356,2018-11-12,2018-11-15,GT07,GT0719,Plaza Central de Santiago Atitlán,Municipalidad de Santiago Atitlán y Comité de Cultura
357,EVT_GT0801_0356,Festival del Tejido Maya y Jaspe en Totonicapán - Edición 2020 - Ref 357,2020-11-12,2020-11-15,GT08,GT0801,Plaza Central de Totonicapán,Municipalidad de Totonicapán y Comité de Cultura
358,EVT_GT0802_0357,Encuentro Regional de Pintores en San Cristóbal Totonicapán - Edición 2020 - Ref 358,2020-11-12,2020-11-15,GT08,GT0802,Plaza Central de San Cristóbal Totonicapán,Municipalidad de San Cristóbal Totonicapán y Comité de Cultura
359,EVT_GT0803_0358,Festival Nacional de la Marimba en San Francisco El Alto - Edición 2024 - Ref 359,2024-11-12,2024-11-15,GT08,GT0803,Plaza Central de San Francisco El Alto,Municipalidad de San Francisco El Alto y Comité de Cultura
360,EVT_GT0804_0359,Exposición Colectiva de Escultura en San Andrés Xecul - Edición 2024 - Ref 360,2024-11-12,2024-11-15,GT08,GT0804,Plaza Central de San Andrés Xecul,Municipalidad de San Andrés Xecul y Comité de Cultura
361,EVT_GT0805_0360,Feria de la Artesanía Tradicional en Momostenango - Edición 2023 - Ref 361,2023-11-12,2023-11-15,GT08,GT0805,Plaza Central de Momostenango,Municipalidad de Momostenango y Comité de Cultura
362,EVT_GT0806_0361,Festival del Tejido Maya y Jaspe en Santa María Chiquimula - Edición 2018 - Ref 362,2018-11-12,2018-11-15,GT08,GT0806,Plaza Central de Santa María Chiquimula,Municipalidad de Santa María Chiquimula y Comité de Cultura
363,EVT_GT0807_0362,Encuentro Regional de Pintores en Santa Lucía La Reforma - Edición 2023 - Ref 363,2023-11-12,2023-11-15,GT08,GT0807,Plaza Central de Santa Lucía La Reforma,Municipalidad de Santa Lucía La Reforma y Comité de Cultura
364,EVT_GT0808_0363,Festival Nacional de la Marimba en San Bartolo - Edición 2024 - Ref 364,2024-11-12,2024-11-15,GT08,GT0808,Plaza Central de San Bartolo,Municipalidad de San Bartolo y Comité de Cultura
365,EVT_GT0901_0364,Exposición Colectiva de Escultura en Quetzaltenango - Edición 2025 - Ref 365,2025-11-12,2025-11-15,GT09,GT0901,Plaza Central de Quetzaltenango,Municipalidad de Quetzaltenango y Comité de Cultura
366,EVT_GT0902_0365,Feria de la Artesanía Tradicional en Salcajá - Edición 2024 - Ref 366,2024-11-12,2024-11-15,GT09,GT0902,Plaza Central de Salcajá,Municipalidad de Salcajá y Comité de Cultura
367,EVT_GT0903_0366,Festival del Tejido Maya y Jaspe en Olintepeque - Edición 2021 - Ref 367,2021-11-12,2021-11-15,GT09,GT0903,Plaza Central de Olintepeque,Municipalidad de Olintepeque y Comité de Cultura
368,EVT_GT0904_0367,Encuentro Regional de Pintores en San Carlos Sija - Edición 2023 - Ref 368,2023-11-12,2023-11-15,GT09,GT0904,Plaza Central de San Carlos Sija,Municipalidad de San Carlos Sija y Comité de Cultura
369,EVT_GT0905_0368,Festival Nacional de la Marimba en Sibilia - Edición 2020 - Ref 369,2020-11-12,2020-11-15,GT09,GT0905,Plaza Central de Sibilia,Municipalidad de Sibilia y Comité de Cultura
370,EVT_GT0906_0369,Exposición Colectiva de Escultura en Cabricán - Edición 2018 - Ref 370,2018-11-12,2018-11-15,GT09,GT0906,Plaza Central de Cabricán,Municipalidad de Cabricán y Comité de Cultura
371,EVT_GT0907_0370,Feria de la Artesanía Tradicional en Cajolá - Edición 2022 - Ref 371,2022-11-12,2022-11-15,GT09,GT0907,Plaza Central de Cajolá,Municipalidad de Cajolá y Comité de Cultura
372,EVT_GT0908_0371,Festival del Tejido Maya y Jaspe en San Miguel Sigüila - Edición 2024 - Ref 372,2024-11-12,2024-11-15,GT09,GT0908,Plaza Central de San Miguel Sigüila,Municipalidad de San Miguel Sigüila y Comité de Cultura
373,EVT_GT0909_0372,Encuentro Regional de Pintores en Ostuncalco - Edición 2019 - Ref 373,2019-11-12,2019-11-15,GT09,GT0909,Plaza Central de Ostuncalco,Municipalidad de Ostuncalco y Comité de Cultura
374,EVT_GT0910_0373,Festival Nacional de la Marimba en San Mateo - Edición 2020 - Ref 374,2020-11-12,2020-11-15,GT09,GT0910,Plaza Central de San Mateo,Municipalidad de San Mateo y Comité de Cultura
375,EVT_GT0911_0374,Exposición Colectiva de Escultura en Concepción Chiquirichapa - Edición 2021 - Ref 375,2021-11-12,2021-11-15,GT09,GT0911,Plaza Central de Concepción Chiquirichapa,Municipalidad de Concepción Chiquirichapa y Comité de Cultura
376,EVT_GT0912_0375,Feria de la Artesanía Tradicional en San Martín Sacatepéquez - Edición 2021 - Ref 376,2021-11-12,2021-11-15,GT09,GT0912,Plaza Central de San Martín Sacatepéquez,Municipalidad de San Martín Sacatepéquez y Comité de Cultura
377,EVT_GT0913_0376,Festival del Tejido Maya y Jaspe en Almolonga - Edición 2018 - Ref 377,2018-11-12,2018-11-15,GT09,GT0913,Plaza Central de Almolonga,Municipalidad de Almolonga y Comité de Cultura
378,EVT_GT0914_0377,Encuentro Regional de Pintores en Cantel - Edición 2025 - Ref 378,2025-11-12,2025-11-15,GT09,GT0914,Plaza Central de Cantel,Municipalidad de Cantel y Comité de Cultura
379,EVT_GT0915_0378,Festival Nacional de la Marimba en Huitán - Edición 2020 - Ref 379,2020-11-12,2020-11-15,GT09,GT0915,Plaza Central de Huitán,Municipalidad de Huitán y Comité de Cultura
380,EVT_GT0916_0379,Exposición Colectiva de Escultura en Zunil - Edición 2024 - Ref 380,2024-11-12,2024-11-15,GT09,GT0916,Plaza Central de Zunil,Municipalidad de Zunil y Comité de Cultura
381,EVT_GT0917_0380,Feria de la Artesanía Tradicional en Colomba - Edición 2024 - Ref 381,2024-11-12,2024-11-15,GT09,GT0917,Plaza Central de Colomba,Municipalidad de Colomba y Comité de Cultura
382,EVT_GT0918_0381,Festival del Tejido Maya y Jaspe en San Francisco La Unión - Edición 2025 - Ref 382,2025-11-12,2025-11-15,GT09,GT0918,Plaza Central de San Francisco La Unión,Municipalidad de San Francisco La Unión y Comité de Cultura
383,EVT_GT0919_0382,Encuentro Regional de Pintores en El Palmar - Edición 2019 - Ref 383,2019-11-12,2019-11-15,GT09,GT0919,Plaza Central de El Palmar,Municipalidad de El Palmar y Comité de Cultura
384,EVT_GT0920_0383,Festival Nacional de la Marimba en Coatepeque - Edición 2018 - Ref 384,2018-11-12,2018-11-15,GT09,GT0920,Plaza Central de Coatepeque,Municipalidad de Coatepeque y Comité de Cultura
385,EVT_GT0921_0384,Exposición Colectiva de Escultura en Génova - Edición 2021 - Ref 385,2021-11-12,2021-11-15,GT09,GT0921,Plaza Central de Génova,Municipalidad de Génova y Comité de Cultura
386,EVT_GT0922_0385,Feria de la Artesanía Tradicional en Flores Costa Cuca - Edición 2018 - Ref 386,2018-11-12,2018-11-15,GT09,GT0922,Plaza Central de Flores Costa Cuca,Municipalidad de Flores Costa Cuca y Comité de Cultura
387,EVT_GT0923_0386,Festival del Tejido Maya y Jaspe en La Esperanza - Edición 2019 - Ref 387,2019-11-12,2019-11-15,GT09,GT0923,Plaza Central de La Esperanza,Municipalidad de La Esperanza y Comité de Cultura
388,EVT_GT0924_0387,Encuentro Regional de Pintores en Palestina de Los Altos - Edición 2020 - Ref 388,2020-11-12,2020-11-15,GT09,GT0924,Plaza Central de Palestina de Los Altos,Municipalidad de Palestina de Los Altos y Comité de Cultura
389,EVT_GT1201_0388,Festival Nacional de la Marimba en San Marcos - Edición 2018 - Ref 389,2018-11-12,2018-11-15,GT12,GT1201,Plaza Central de San Marcos,Municipalidad de San Marcos y Comité de Cultura
390,EVT_GT1202_0389,Exposición Colectiva de Escultura en San Pedro Sacatepéquez - Edición 2020 - Ref 390,2020-11-12,2020-11-15,GT12,GT1202,Plaza Central de San Pedro Sacatepéquez,Municipalidad de San Pedro Sacatepéquez y Comité de Cultura
391,EVT_GT1203_0390,Feria de la Artesanía Tradicional en San Antonio Sacatepéquez - Edición 2020 - Ref 391,2020-11-12,2020-11-15,GT12,GT1203,Plaza Central de San Antonio Sacatepéquez,Municipalidad de San Antonio Sacatepéquez y Comité de Cultura
