id_tipo_obra,codigo,nombre,descripcion,categoria_general
252,TEXTIL_CORTE_GT0709,Corte Jaspeado Estilo San Andrés Semetabaj,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de San Andrés Semetabaj, departamento de Sololá.",ARTESANIA
253,TEXTIL_FAJA_GT0709,Faja Artesanal Estilo San Andrés Semetabaj,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de San Andrés Semetabaj, departamento de Sololá.",ARTESANIA
254,CERAMICA_BARRO_GT0709,Cerámica de Barro Estilo San Andrés Semetabaj,"Piezas utilitarias y decorativas de barro cocido típico del municipio de San Andrés Semetabaj, departamento de Sololá.",ARTESANIA
255,MADERA_MASCARA_GT0709,Máscara de Madera Estilo San Andrés Semetabaj,"Máscara tallada a mano para danzas folklóricas típico del municipio de San Andrés Semetabaj, departamento de Sololá.",ARTESANIA
256,MADERA_JUGUETE_GT0709,Juguete de Madera Estilo San Andrés Semetabaj,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de San Andrés Semetabaj, departamento de Sololá.",ARTESANIA
257,JADE_TALLADO_GT0709,Jade Tallado Estilo San Andrés Semetabaj,"Piezas de joyería y escultura en piedra de Jade típico del municipio de San Andrés Semetabaj, departamento de Sololá.",ARTESANIA
258,MUSICA_MARIMBA_GT0709,Marimba de Madera Estilo San Andrés Semetabaj,"Instrumento musical nacional de marimba tallado típico del municipio de San Andrés Semetabaj, departamento de Sololá.",ARTESANIA
259,PINTURA_CUADRO_GT0709,Pintura Costumbrista Estilo San Andrés Semetabaj,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de San Andrés Semetabaj, departamento de Sololá.",ARTES_VISUALES
260,CESTERIA_CANASTA_GT0709,Canasta de Mimbre Estilo San Andrés Semetabaj,"Canastas y artículos de fibra natural tejida típico del municipio de San Andrés Semetabaj, departamento de Sololá.",ARTESANIA
261,TEXTIL_HUIPIL_GT0710,Huipil Tradicional Estilo Panajachel,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de Panajachel, departamento de Sololá.",ARTESANIA
262,TEXTIL_CORTE_GT0710,Corte Jaspeado Estilo Panajachel,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de Panajachel, departamento de Sololá.",ARTESANIA
263,TEXTIL_FAJA_GT0710,Faja Artesanal Estilo Panajachel,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de Panajachel, departamento de Sololá.",ARTESANIA
264,CERAMICA_BARRO_GT0710,Cerámica de Barro Estilo Panajachel,"Piezas utilitarias y decorativas de barro cocido típico del municipio de Panajachel, departamento de Sololá.",ARTESANIA
265,MADERA_MASCARA_GT0710,Máscara de Madera Estilo Panajachel,"Máscara tallada a mano para danzas folklóricas típico del municipio de Panajachel, departamento de Sololá.",ARTESANIA
266,MADERA_JUGUETE_GT0710,Juguete de Madera Estilo Panajachel,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de Panajachel, departamento de Sololá.",ARTESANIA
267,JADE_TALLADO_GT0710,Jade Tallado Estilo Panajachel,"Piezas de joyería y escultura en piedra de Jade típico del municipio de Panajachel, departamento de Sololá.",ARTESANIA
268,MUSICA_MARIMBA_GT0710,Marimba de Madera Estilo Panajachel,"Instrumento musical nacional de marimba tallado típico del municipio de Panajachel, departamento de Sololá.",ARTESANIA
269,PINTURA_CUADRO_GT0710,Pintura Costumbrista Estilo Panajachel,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de Panajachel, departamento de Sololá.",ARTES_VISUALES
270,CESTERIA_CANASTA_GT0710,Canasta de Mimbre Estilo Panajachel,"Canastas y artículos de fibra natural tejida típico del municipio de Panajachel, departamento de Sololá.",ARTESANIA
271,TEXTIL_HUIPIL_GT0711,Huipil Tradicional Estilo Santa Catarina Palopó,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de Santa Catarina Palopó, departamento de Sololá.",ARTESANIA
272,TEXTIL_CORTE_GT0711,Corte Jaspeado Estilo Santa Catarina Palopó,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de Santa Catarina Palopó, departamento de Sololá.",ARTESANIA
273,TEXTIL_FAJA_GT0711,Faja Artesanal Estilo Santa Catarina Palopó,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de Santa Catarina Palopó, departamento de Sololá.",ARTESANIA
274,CERAMICA_BARRO_GT0711,Cerámica de Barro Estilo Santa Catarina Palopó,"Piezas utilitarias y decorativas de barro cocido típico del municipio de Santa Catarina Palopó, departamento de Sololá.",ARTESANIA
275,MADERA_MASCARA_GT0711,Máscara de Madera Estilo Santa Catarina Palopó,"Máscara tallada a mano para danzas folklóricas típico del municipio de Santa Catarina Palopó, departamento de Sololá.",ARTESANIA
276,MADERA_JUGUETE_GT0711,Juguete de Madera Estilo Santa Catarina Palopó,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de Santa Catarina Palopó, departamento de Sololá.",ARTESANIA
277,JADE_TALLADO_GT0711,Jade Tallado Estilo Santa Catarina Palopó,"Piezas de joyería y escultura en piedra de Jade típico del municipio de Santa Catarina Palopó, departamento de Sololá.",ARTESANIA
278,MUSICA_MARIMBA_GT0711,Marimba de Madera Estilo Santa Catarina Palopó,"Instrumento musical nacional de marimba tallado típico del municipio de Santa Catarina Palopó, departamento de Sololá.",ARTESANIA
279,PINTURA_CUADRO_GT0711,Pintura Costumbrista Estilo Santa Catarina Palopó,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de Santa Catarina Palopó, departamento de Sololá.",ARTES_VISUALES
280,CESTERIA_CANASTA_GT0711,Canasta de Mimbre Estilo Santa Catarina Palopó,"Canastas y artículos de fibra natural tejida típico del municipio de Santa Catarina Palopó, departamento de Sololá.",ARTESANIA
281,TEXTIL_HUIPIL_GT0712,Huipil Tradicional Estilo San Antonio Palopó,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de San Antonio Palopó, departamento de Sololá.",ARTESANIA
282,TEXTIL_CORTE_GT0712,Corte Jaspeado Estilo San Antonio Palopó,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de San Antonio Palopó, departamento de Sololá.",ARTESANIA
283,TEXTIL_FAJA_GT0712,Faja Artesanal Estilo San Antonio Palopó,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de San Antonio Palopó, departamento de Sololá.",ARTESANIA
284,CERAMICA_BARRO_GT0712,Cerámica de Barro Estilo San Antonio Palopó,"Piezas utilitarias y decorativas de barro cocido típico del municipio de San Antonio Palopó, departamento de Sololá.",ARTESANIA
285,MADERA_MASCARA_GT0712,Máscara de Madera Estilo San Antonio Palopó,"Máscara tallada a mano para danzas folklóricas típico del municipio de San Antonio Palopó, departamento de Sololá.",ARTESANIA
286,MADERA_JUGUETE_GT0712,Juguete de Madera Estilo San Antonio Palopó,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de San Antonio Palopó, departamento de Sololá.",ARTESANIA
287,JADE_TALLADO_GT0712,Jade Tallado Estilo San Antonio Palopó,"Piezas de joyería y escultura en piedra de Jade típico del municipio de San Antonio Palopó, departamento de Sololá.",ARTESANIA
288,MUSICA_MARIMBA_GT0712,Marimba de Madera Estilo San Antonio Palopó,"Instrumento musical nacional de marimba tallado típico del municipio de San Antonio Palopó, departamento de Sololá.",ARTESANIA
289,PINTURA_CUADRO_GT0712,Pintura Costumbrista Estilo San Antonio Palopó,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de San Antonio Palopó, departamento de Sololá.",ARTES_VISUALES
290,CESTERIA_CANASTA_GT0712,Canasta de Mimbre Estilo San Antonio Palopó,"Canastas y artículos de fibra natural tejida típico del municipio de San Antonio Palopó, departamento de Sololá.",ARTESANIA
291,TEXTIL_HUIPIL_GT0713,Huipil Tradicional Estilo San Lucas Tolimán,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de San Lucas Tolimán, departamento de Sololá.",ARTESANIA
292,TEXTIL_CORTE_GT0713,Corte Jaspeado Estilo San Lucas Tolimán,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de San Lucas Tolimán, departamento de Sololá.",ARTESANIA
293,TEXTIL_FAJA_GT0713,Faja Artesanal Estilo San Lucas Tolimán,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de San Lucas Tolimán, departamento de Sololá.",ARTESANIA
294,CERAMICA_BARRO_GT0713,Cerámica de Barro Estilo San Lucas Tolimán,"Piezas utilitarias y decorativas de barro cocido típico del municipio de San Lucas Tolimán, departamento de Sololá.",ARTESANIA
295,MADERA_MASCARA_GT0713,Máscara de Madera Estilo San Lucas Tolimán,"Máscara tallada a mano para danzas folklóricas típico del municipio de San Lucas Tolimán, departamento de Sololá.",ARTESANIA
296,MADERA_JUGUETE_GT0713,Juguete de Madera Estilo San Lucas Tolimán,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de San Lucas Tolimán, departamento de Sololá.",ARTESANIA
297,JADE_TALLADO_GT0713,Jade Tallado Estilo San Lucas Tolimán,"Piezas de joyería y escultura en piedra de Jade típico del municipio de San Lucas Tolimán, departamento de Sololá.",ARTESANIA
298,MUSICA_MARIMBA_GT0713,Marimba de Madera Estilo San Lucas Tolimán,"Instrumento musical nacional de marimba tallado típico del municipio de San Lucas Tolimán, departamento de Sololá.",ARTESANIA
299,PINTURA_CUADRO_GT0713,Pintura Costumbrista Estilo San Lucas Tolimán,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de San Lucas Tolimán, departamento de Sololá.",ARTES_VISUALES
300,CESTERIA_CANASTA_GT0713,Canasta de Mimbre Estilo San Lucas Tolimán,"Canastas y artículos de fibra natural tejida típico del municipio de San Lucas Tolimán, departamento de Sololá.",ARTESANIA
301,TEXTIL_HUIPIL_GT0714,Huipil Tradicional Estilo Santa Cruz La Laguna,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de Santa Cruz La Laguna, departamento de Sololá.",ARTESANIA
302,TEXTIL_CORTE_GT0714,Corte Jaspeado Estilo Santa Cruz La Laguna,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de Santa Cruz La Laguna, departamento de Sololá.",ARTESANIA
303,TEXTIL_FAJA_GT0714,Faja Artesanal Estilo Santa Cruz La Laguna,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de Santa Cruz La Laguna, departamento de Sololá.",ARTESANIA
304,CERAMICA_BARRO_GT0714,Cerámica de Barro Estilo Santa Cruz La Laguna,"Piezas utilitarias y decorativas de barro cocido típico del municipio de Santa Cruz La Laguna, departamento de Sololá.",ARTESANIA
305,MADERA_MASCARA_GT0714,Máscara de Madera Estilo Santa Cruz La Laguna,"Máscara tallada a mano para danzas folklóricas típico del municipio de Santa Cruz La Laguna, departamento de Sololá.",ARTESANIA
306,MADERA_JUGUETE_GT0714,Juguete de Madera Estilo Santa Cruz La Laguna,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de Santa Cruz La Laguna, departamento de Sololá.",ARTESANIA
307,JADE_TALLADO_GT0714,Jade Tallado Estilo Santa Cruz La Laguna,"Piezas de joyería y escultura en piedra de Jade típico del municipio de Santa Cruz La Laguna, departamento de Sololá.",ARTESANIA
308,MUSICA_MARIMBA_GT0714,Marimba de Madera Estilo Santa Cruz La Laguna,"Instrumento musical nacional de marimba tallado típico del municipio de Santa Cruz La Laguna, departamento de Sololá.",ARTESANIA
309,PINTURA_CUADRO_GT0714,Pintura Costumbrista Estilo Santa Cruz La Laguna,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de Santa Cruz La Laguna, departamento de Sololá.",ARTES_VISUALES
310,CESTERIA_CANASTA_GT0714,Canasta de Mimbre Estilo Santa Cruz La Laguna,"Canastas y artículos de fibra natural tejida típico del municipio de Santa Cruz La Laguna, departamento de Sololá.",ARTESANIA
311,TEXTIL_HUIPIL_GT0715,Huipil Tradicional Estilo San Pablo La Laguna,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de San Pablo La Laguna, departamento de Sololá.",ARTESANIA
312,TEXTIL_CORTE_GT0715,Corte Jaspeado Estilo San Pablo La Laguna,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de San Pablo La Laguna, departamento de Sololá.",ARTESANIA
313,TEXTIL_FAJA_GT0715,Faja Artesanal Estilo San Pablo La Laguna,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de San Pablo La Laguna, departamento de Sololá.",ARTESANIA
314,CERAMICA_BARRO_GT0715,Cerámica de Barro Estilo San Pablo La Laguna,"Piezas utilitarias y decorativas de barro cocido típico del municipio de San Pablo La Laguna, departamento de Sololá.",ARTESANIA
315,MADERA_MASCARA_GT0715,Máscara de Madera Estilo San Pablo La Laguna,"Máscara tallada a mano para danzas folklóricas típico del municipio de San Pablo La Laguna, departamento de Sololá.",ARTESANIA
316,MADERA_JUGUETE_GT0715,Juguete de Madera Estilo San Pablo La Laguna,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de San Pablo La Laguna, departamento de Sololá.",ARTESANIA
317,JADE_TALLADO_GT0715,Jade Tallado Estilo San Pablo La Laguna,"Piezas de joyería y escultura en piedra de Jade típico del municipio de San Pablo La Laguna, departamento de Sololá.",ARTESANIA
318,MUSICA_MARIMBA_GT0715,Marimba de Madera Estilo San Pablo La Laguna,"Instrumento musical nacional de marimba tallado típico del municipio de San Pablo La Laguna, departamento de Sololá.",ARTESANIA
319,PINTURA_CUADRO_GT0715,Pintura Costumbrista Estilo San Pablo La Laguna,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de San Pablo La Laguna, departamento de Sololá.",ARTES_VISUALES
320,CESTERIA_CANASTA_GT0715,Canasta de Mimbre Estilo San Pablo La Laguna,"Canastas y artículos de fibra natural tejida típico del municipio de San Pablo La Laguna, departamento de Sololá.",ARTESANIA
321,TEXTIL_HUIPIL_GT0716,Huipil Tradicional Estilo San Marcos La Laguna,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de San Marcos La Laguna, departamento de Sololá.",ARTESANIA
322,TEXTIL_CORTE_GT0716,Corte Jaspeado Estilo San Marcos La Laguna,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de San Marcos La Laguna, departamento de Sololá.",ARTESANIA
323,TEXTIL_FAJA_GT0716,Faja Artesanal Estilo San Marcos La Laguna,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de San Marcos La Laguna, departamento de Sololá.",ARTESANIA
324,CERAMICA_BARRO_GT0716,Cerámica de Barro Estilo San Marcos La Laguna,"Piezas utilitarias y decorativas de barro cocido típico del municipio de San Marcos La Laguna, departamento de Sololá.",ARTESANIA
325,MADERA_MASCARA_GT0716,Máscara de Madera Estilo San Marcos La Laguna,"Máscara tallada a mano para danzas folklóricas típico del municipio de San Marcos La Laguna, departamento de Sololá.",ARTESANIA
326,MADERA_JUGUETE_GT0716,Juguete de Madera Estilo San Marcos La Laguna,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de San Marcos La Laguna, departamento de Sololá.",ARTESANIA
327,JADE_TALLADO_GT0716,Jade Tallado Estilo San Marcos La Laguna,"Piezas de joyería y escultura en piedra de Jade típico del municipio de San Marcos La Laguna, departamento de Sololá.",ARTESANIA
328,MUSICA_MARIMBA_GT0716,Marimba de Madera Estilo San Marcos La Laguna,"Instrumento musical nacional de marimba tallado típico del municipio de San Marcos La Laguna, departamento de Sololá.",ARTESANIA
329,PINTURA_CUADRO_GT0716,Pintura Costumbrista Estilo San Marcos La Laguna,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de San Marcos La Laguna, departamento de Sololá.",ARTES_VISUALES
330,CESTERIA_CANASTA_GT0716,Canasta de Mimbre Estilo San Marcos La Laguna,"Canastas y artículos de fibra natural tejida típico del municipio de San Marcos La Laguna, departamento de Sololá.",ARTESANIA
331,TEXTIL_HUIPIL_GT0717,Huipil Tradicional Estilo San Juan La Laguna,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de San Juan La Laguna, departamento de Sololá.",ARTESANIA
332,TEXTIL_CORTE_GT0717,Corte Jaspeado Estilo San Juan La Laguna,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de San Juan La Laguna, departamento de Sololá.",ARTESANIA
333,TEXTIL_FAJA_GT0717,Faja Artesanal Estilo San Juan La Laguna,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de San Juan La Laguna, departamento de Sololá.",ARTESANIA
334,CERAMICA_BARRO_GT0717,Cerámica de Barro Estilo San Juan La Laguna,"Piezas utilitarias y decorativas de barro cocido típico del municipio de San Juan La Laguna, departamento de Sololá.",ARTESANIA
335,MADERA_MASCARA_GT0717,Máscara de Madera Estilo San Juan La Laguna,"Máscara tallada a mano para danzas folklóricas típico del municipio de San Juan La Laguna, departamento de Sololá.",ARTESANIA
336,MADERA_JUGUETE_GT0717,Juguete de Madera Estilo San Juan La Laguna,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de San Juan La Laguna, departamento de Sololá.",ARTESANIA
337,JADE_TALLADO_GT0717,Jade Tallado Estilo San Juan La Laguna,"Piezas de joyería y escultura en piedra de Jade típico del municipio de San Juan La Laguna, departamento de Sololá.",ARTESANIA
338,MUSICA_MARIMBA_GT0717,Marimba de Madera Estilo San Juan La Laguna,"Instrumento musical nacional de marimba tallado típico del municipio de San Juan La Laguna, departamento de Sololá.",ARTESANIA
339,PINTURA_CUADRO_GT0717,Pintura Costumbrista Estilo San Juan La Laguna,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de San Juan La Laguna, departamento de Sololá.",ARTES_VISUALES
340,CESTERIA_CANASTA_GT0717,Canasta de Mimbre Estilo San Juan La Laguna,"Canastas y artículos de fibra natural tejida típico del municipio de San Juan La Laguna, departamento de Sololá.",ARTESANIA
341,TEXTIL_HUIPIL_GT0718,Huipil Tradicional Estilo San Pedro La Laguna,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de San Pedro La Laguna, departamento de Sololá.",ARTESANIA
342,TEXTIL_CORTE_GT0718,Corte Jaspeado Estilo San Pedro La Laguna,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de San Pedro La Laguna, departamento de Sololá.",ARTESANIA
343,TEXTIL_FAJA_GT0718,Faja Artesanal Estilo San Pedro La Laguna,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de San Pedro La Laguna, departamento de Sololá.",ARTESANIA
344,CERAMICA_BARRO_GT0718,Cerámica de Barro Estilo San Pedro La Laguna,"Piezas utilitarias y decorativas de barro cocido típico del municipio de San Pedro La Laguna, departamento de Sololá.",ARTESANIA
345,MADERA_MASCARA_GT0718,Máscara de Madera Estilo San Pedro La Laguna,"Máscara tallada a mano para danzas folklóricas típico del municipio de San Pedro La Laguna, departamento de Sololá.",ARTESANIA
346,MADERA_JUGUETE_GT0718,Juguete de Madera Estilo San Pedro La Laguna,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de San Pedro La Laguna, departamento de Sololá.",ARTESANIA
347,JADE_TALLADO_GT0718,Jade Tallado Estilo San Pedro La Laguna,"Piezas de joyería y escultura en piedra de Jade típico del municipio de San Pedro La Laguna, departamento de Sololá.",ARTESANIA
348,MUSICA_MARIMBA_GT0718,Marimba de Madera Estilo San Pedro La Laguna,"Instrumento musical nacional de marimba tallado típico del municipio de San Pedro La Laguna, departamento de Sololá.",ARTESANIA
349,PINTURA_CUADRO_GT0718,Pintura Costumbrista Estilo San Pedro La Laguna,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de San Pedro La Laguna, departamento de Sololá.",ARTES_VISUALES
350,CESTERIA_CANASTA_GT0718,Canasta de Mimbre Estilo San Pedro La Laguna,"Canastas y artículos de fibra natural tejida típico del municipio de San Pedro La Laguna, departamento de Sololá.",ARTESANIA
351,TEXTIL_HUIPIL_GT0719,Huipil Tradicional Estilo Santiago Atitlán,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de Santiago Atitlán, departamento de Sololá.",ARTESANIA
352,TEXTIL_CORTE_GT0719,Corte Jaspeado Estilo Santiago Atitlán,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de Santiago Atitlán, departamento de Sololá.",ARTESANIA
353,TEXTIL_FAJA_GT0719,Faja Artesanal Estilo Santiago Atitlán,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de Santiago Atitlán, departamento de Sololá.",ARTESANIA
354,CERAMICA_BARRO_GT0719,Cerámica de Barro Estilo Santiago Atitlán,"Piezas utilitarias y decorativas de barro cocido típico del municipio de Santiago Atitlán, departamento de Sololá.",ARTESANIA
355,MADERA_MASCARA_GT0719,Máscara de Madera Estilo Santiago Atitlán,"Máscara tallada a mano para danzas folklóricas típico del municipio de Santiago Atitlán, departamento de Sololá.",ARTESANIA
356,MADERA_JUGUETE_GT0719,Juguete de Madera Estilo Santiago Atitlán,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de Santiago Atitlán, departamento de Sololá.",ARTESANIA
357,JADE_TALLADO_GT0719,Jade Tallado Estilo Santiago Atitlán,"Piezas de joyería y escultura en piedra de Jade típico del municipio de Santiago Atitlán, departamento de Sololá.",ARTESANIA
358,MUSICA_MARIMBA_GT0719,Marimba de Madera Estilo Santiago Atitlán,"Instrumento musical nacional de marimba tallado típico del municipio de Santiago Atitlán, departamento de Sololá.",ARTESANIA
359,PINTURA_CUADRO_GT0719,Pintura Costumbrista Estilo Santiago Atitlán,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de Santiago Atitlán, departamento de Sololá.",ARTES_VISUALES
360,CESTERIA_CANASTA_GT0719,Canasta de Mimbre Estilo Santiago Atitlán,"Canastas y artículos de fibra natural tejida típico del municipio de Santiago Atitlán, departamento de Sololá.",ARTESANIA
361,TEXTIL_HUIPIL_GT0801,Huipil Tradicional Estilo Totonicapán,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de Totonicapán, departamento de Totonicapán.",ARTESANIA
362,TEXTIL_CORTE_GT0801,Corte Jaspeado Estilo Totonicapán,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de Totonicapán, departamento de Totonicapán.",ARTESANIA
363,TEXTIL_FAJA_GT0801,Faja Artesanal Estilo Totonicapán,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de Totonicapán, departamento de Totonicapán.",ARTESANIA
364,CERAMICA_BARRO_GT0801,Cerámica de Barro Estilo Totonicapán,"Piezas utilitarias y decorativas de barro cocido típico del municipio de Totonicapán, departamento de Totonicapán.",ARTESANIA
365,MADERA_MASCARA_GT0801,Máscara de Madera Estilo Totonicapán,"Máscara tallada a mano para danzas folklóricas típico del municipio de Totonicapán, departamento de Totonicapán.",ARTESANIA
366,MADERA_JUGUETE_GT0801,Juguete de Madera Estilo Totonicapán,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de Totonicapán, departamento de Totonicapán.",ARTESANIA
367,JADE_TALLADO_GT0801,Jade Tallado Estilo Totonicapán,"Piezas de joyería y escultura en piedra de Jade típico del municipio de Totonicapán, departamento de Totonicapán.",ARTESANIA
368,MUSICA_MARIMBA_GT0801,Marimba de Madera Estilo Totonicapán,"Instrumento musical nacional de marimba tallado típico del municipio de Totonicapán, departamento de Totonicapán.",ARTESANIA
369,PINTURA_CUADRO_GT0801,Pintura Costumbrista Estilo Totonicapán,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de Totonicapán, departamento de Totonicapán.",ARTES_VISUALES
370,CESTERIA_CANASTA_GT0801,Canasta de Mimbre Estilo Totonicapán,"Canastas y artículos de fibra natural tejida típico del municipio de Totonicapán, departamento de Totonicapán.",ARTESANIA
371,TEXTIL_HUIPIL_GT0802,Huipil Tradicional Estilo San Cristóbal Totonicapán,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de San Cristóbal Totonicapán, departamento de Totonicapán.",ARTESANIA
372,TEXTIL_CORTE_GT0802,Corte Jaspeado Estilo San Cristóbal Totonicapán,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de San Cristóbal Totonicapán, departamento de Totonicapán.",ARTESANIA
373,TEXTIL_FAJA_GT0802,Faja Artesanal Estilo San Cristóbal Totonicapán,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de San Cristóbal Totonicapán, departamento de Totonicapán.",ARTESANIA
374,CERAMICA_BARRO_GT0802,Cerámica de Barro Estilo San Cristóbal Totonicapán,"Piezas utilitarias y decorativas de barro cocido típico del municipio de San Cristóbal Totonicapán, departamento de Totonicapán.",ARTESANIA
375,MADERA_MASCARA_GT0802,Máscara de Madera Estilo San Cristóbal Totonicapán,"Máscara tallada a mano para danzas folklóricas típico del municipio de San Cristóbal Totonicapán, departamento de Totonicapán.",ARTESANIA
376,MADERA_JUGUETE_GT0802,Juguete de Madera Estilo San Cristóbal Totonicapán,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de San Cristóbal Totonicapán, departamento de Totonicapán.",ARTESANIA
377,JADE_TALLADO_GT0802,Jade Tallado Estilo San Cristóbal Totonicapán,"Piezas de joyería y escultura en piedra de Jade típico del municipio de San Cristóbal Totonicapán, departamento de Totonicapán.",ARTESANIA
378,MUSICA_MARIMBA_GT0802,Marimba de Madera Estilo San Cristóbal Totonicapán,"Instrumento musical nacional de marimba tallado típico del municipio de San Cristóbal Totonicapán, departamento de Totonicapán.",ARTESANIA
379,PINTURA_CUADRO_GT0802,Pintura Costumbrista Estilo San Cristóbal Totonicapán,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de San Cristóbal Totonicapán, departamento de Totonicapán.",ARTES_VISUALES
380,CESTERIA_CANASTA_GT0802,Canasta de Mimbre Estilo San Cristóbal Totonicapán,"Canastas y artículos de fibra natural tejida típico del municipio de San Cristóbal Totonicapán, departamento de Totonicapán.",ARTESANIA
381,TEXTIL_HUIPIL_GT0803,Huipil Tradicional Estilo San Francisco El Alto,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de San Francisco El Alto, departamento de Totonicapán.",ARTESANIA
382,TEXTIL_CORTE_GT0803,Corte Jaspeado Estilo San Francisco El Alto,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de San Francisco El Alto, departamento de Totonicapán.",ARTESANIA
383,TEXTIL_FAJA_GT0803,Faja Artesanal Estilo San Francisco El Alto,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de San Francisco El Alto, departamento de Totonicapán.",ARTESANIA
384,CERAMICA_BARRO_GT0803,Cerámica de Barro Estilo San Francisco El Alto,"Piezas utilitarias y decorativas de barro cocido típico del municipio de San Francisco El Alto, departamento de Totonicapán.",ARTESANIA
385,MADERA_MASCARA_GT0803,Máscara de Madera Estilo San Francisco El Alto,"Máscara tallada a mano para danzas folklóricas típico del municipio de San Francisco El Alto, departamento de Totonicapán.",ARTESANIA
386,MADERA_JUGUETE_GT0803,Juguete de Madera Estilo San Francisco El Alto,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de San Francisco El Alto, departamento de Totonicapán.",ARTESANIA
387,JADE_TALLADO_GT0803,Jade Tallado Estilo San Francisco El Alto,"Piezas de joyería y escultura en piedra de Jade típico del municipio de San Francisco El Alto, departamento de Totonicapán.",ARTESANIA
388,MUSICA_MARIMBA_GT0803,Marimba de Madera Estilo San Francisco El Alto,"Instrumento musical nacional de marimba tallado típico del municipio de San Francisco El Alto, departamento de Totonicapán.",ARTESANIA
389,PINTURA_CUADRO_GT0803,Pintura Costumbrista Estilo San Francisco El Alto,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de San Francisco El Alto, departamento de Totonicapán.",ARTES_VISUALES
