núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_mañ.tar.noch,área_geo_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_60ymás,g_edad_80ymás,edad_quinquenales,delito_com,g_delitos
142,2023,Enero,1,Domingo,18,18:00 a 23:59,18:00 a 23:59,Rural,Petén,San Andrés,Ignorada,Hombre,22,20-24,20-24,20 - 24,Riña,Otras causas
143,2023,Enero,1,Domingo,20,18:00 a 23:59,18:00 a 23:59,Urbano,Petén,Flores,Ignorada,Mujer,28,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
144,2023,Enero,1,Domingo,23,18:00 a 23:59,18:00 a 23:59,Rural,Petén,San Andrés,Ignorada,Hombre,22,20-24,20-24,20 - 24,Portación ilegal arma de fuego,Otras causas
145,2023,Enero,1,Domingo,0,00:00 a 05:59,00:00 a 11:59,Urbano,Sololá,San Pablo la Laguna,Ignorada,Hombre,36,35-39,35-39,35 - 39,Orden de captura,Otras causas
146,2023,Enero,1,Domingo,2,00:00 a 05:59,00:00 a 11:59,Rural,Sololá,San Pedro la Laguna,Ignorada,Hombre,30,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
147,2023,Enero,1,Domingo,16,12:00 a 17:59,12:00 a 17:59,Rural,Sololá,Panajachel,Ignorada,Hombre,32,30-34,30-34,30 - 34,Otras causas,Otras causas
148,2023,Enero,1,Domingo,17,12:00 a 17:59,12:00 a 17:59,Rural,Sololá,Santa Clara la Laguna,Ignorada,Hombre,35,35-39,35-39,35 - 39,Orden de captura,Otras causas
149,2023,Enero,1,Domingo,18,18:00 a 23:59,18:00 a 23:59,Rural,Sololá,San Juan la Laguna,Ignorada,Hombre,20,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
150,2023,Enero,1,Domingo,12,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Zaragoza,Ignorada,Hombre,35,35-39,35-39,35 - 39,Otras causas,Otras causas
151,2023,Enero,1,Domingo,12,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Hombre,16,15-19,15-19,15 - 19,Robo de motocicletas,Contra el patrimonio
152,2023,Enero,1,Domingo,18,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Hombre,24,20-24,20-24,20 - 24,Otras causas,Otras causas
153,2023,Enero,1,Domingo,11,06:00 a 11:59,00:00 a 11:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Hombre,32,30-34,30-34,30 - 34,Orden de captura,Otras causas
154,2023,Enero,1,Domingo,19,18:00 a 23:59,18:00 a 23:59,Rural,Chimaltenango,Patzún,Ignorada,Hombre,35,35-39,35-39,35 - 39,Robo a comercios,Contra el patrimonio
155,2023,Enero,1,Domingo,19,18:00 a 23:59,18:00 a 23:59,Rural,Chimaltenango,Patzún,Ignorada,Hombre,35,35-39,35-39,35 - 39,Robo a comercios,Contra el patrimonio
156,2023,Enero,1,Domingo,19,18:00 a 23:59,18:00 a 23:59,Rural,Chimaltenango,Patzún,Ignorada,Hombre,24,20-24,20-24,20 - 24,Robo a comercios,Contra el patrimonio
157,2023,Enero,1,Domingo,20,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Hombre,39,35-39,35-39,35 - 39,Otras causas,Otras causas
158,2023,Enero,1,Domingo,21,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Parramos,Ignorada,Hombre,22,20-24,20-24,20 - 24,Otras causas,Otras causas
159,2023,Enero,1,Domingo,21,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Parramos,Ignorada,Hombre,40,40-44,40-44,40 - 44,Otras causas,Otras causas
160,2023,Enero,1,Domingo,1,00:00 a 05:59,00:00 a 11:59,Rural,Sacatepéquez,Antigua Guatemala,Ignorada,Hombre,23,20-24,20-24,20 - 24,Daños,Otras causas
161,2023,Enero,1,Domingo,19,18:00 a 23:59,18:00 a 23:59,Rural,Sacatepéquez,Jocotenango,Ignorada,Hombre,30,30-34,30-34,30 - 34,Orden de captura,Otras causas
162,2023,Enero,1,Domingo,19,18:00 a 23:59,18:00 a 23:59,Rural,Sacatepéquez,Antigua Guatemala,Ignorada,Hombre,35,35-39,35-39,35 - 39,Robo a residencias,Contra el patrimonio
163,2023,Enero,1,Domingo,20,18:00 a 23:59,18:00 a 23:59,Urbano,Sacatepéquez,San Miguel Dueñas,Ignorada,Hombre,35,35-39,35-39,35 - 39,Otras causas,Otras causas
164,2023,Enero,2,Lunes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,9,Mujer,32,30-34,30-34,30 - 34,Otras causas,Otras causas
165,2023,Enero,2,Lunes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,9,Hombre,41,40-44,40-44,40 - 44,Otras causas,Otras causas
166,2023,Enero,2,Lunes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Hombre,26,25-29,25-29,25 - 29,Orden de captura,Otras causas
167,2023,Enero,2,Lunes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,18,Mujer,50,50-54,50-54,50 - 54,Orden de captura,Otras causas
168,2023,Enero,2,Lunes,1,00:00 a 05:59,00:00 a 11:59,Rural,Guatemala,Chinautla,Ignorada,Hombre,29,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
169,2023,Enero,2,Lunes,1,00:00 a 05:59,00:00 a 11:59,Rural,Guatemala,Chinautla,Ignorada,Hombre,30,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
170,2023,Enero,2,Lunes,7,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,Palencia,Ignorada,Hombre,15,15-19,15-19,15 - 19,Allanamiento de morada,Otras causas
171,2023,Enero,2,Lunes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,18,Hombre,30,30-34,30-34,30 - 34,Orden de captura,Otras causas
172,2023,Enero,2,Lunes,0,00:00 a 05:59,00:00 a 11:59,Rural,Guatemala,Fraijanes,Ignorada,Hombre,31,30-34,30-34,30 - 34,Otras causas,Otras causas
173,2023,Enero,2,Lunes,7,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,San José Pinula,Ignorada,Hombre,22,20-24,20-24,20 - 24,Otras causas,Otras causas
174,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,San José Pinula,Ignorada,Hombre,23,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
175,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,San José Pinula,Ignorada,Hombre,25,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
176,2023,Enero,2,Lunes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,10,Hombre,24,20-24,20-24,20 - 24,Otras causas,Otras causas
177,2023,Enero,2,Lunes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,12,Hombre,45,45-49,45-49,45 - 49,Ebriedad y escándalo,Otras causas
178,2023,Enero,2,Lunes,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,12,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
179,2023,Enero,2,Lunes,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,21,Mujer,41,40-44,40-44,40 - 44,Extorsión,Extorsión
180,2023,Enero,2,Lunes,0,00:00 a 05:59,00:00 a 11:59,Rural,Guatemala,Villa Nueva,Ignorada,Hombre,25,25-29,25-29,25 - 29,Otras causas,Otras causas
181,2023,Enero,2,Lunes,1,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,33,30-34,30-34,30 - 34,Otras causas,Otras causas
182,2023,Enero,2,Lunes,3,00:00 a 05:59,00:00 a 11:59,Rural,Guatemala,Amatitlán,Ignorada,Hombre,40,40-44,40-44,40 - 44,Otras causas,Otras causas
183,2023,Enero,2,Lunes,5,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,20,20-24,20-24,20 - 24,Allanamiento de morada,Otras causas
184,2023,Enero,2,Lunes,6,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,Amatitlán,Ignorada,Hombre,20,20-24,20-24,20 - 24,Otras causas,Otras causas
185,2023,Enero,2,Lunes,12,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Villa Nueva,Ignorada,Hombre,21,20-24,20-24,20 - 24,Robo a comercios,Contra el patrimonio
186,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,25,25-29,25-29,25 - 29,Orden de captura,Otras causas
187,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,54,50-54,50-54,50 - 54,Otras causas,Otras causas
188,2023,Enero,2,Lunes,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,59,55-59,55-59,55 - 59,Otras causas,Otras causas
189,2023,Enero,2,Lunes,22,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Villa Canales,Ignorada,Hombre,35,35-39,35-39,35 - 39,Ebriedad y escándalo,Otras causas
190,2023,Enero,2,Lunes,1,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,34,30-34,30-34,30 - 34,Otras causas,Otras causas
191,2023,Enero,2,Lunes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,33,30-34,30-34,30 - 34,Otras causas,Otras causas
192,2023,Enero,2,Lunes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
193,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,50,50-54,50-54,50 - 54,Otras causas,Otras causas
194,2023,Enero,2,Lunes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,42,40-44,40-44,40 - 44,Otras causas,Otras causas
195,2023,Enero,2,Lunes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Mixco,Ignorada,Mujer,36,35-39,35-39,35 - 39,Orden de captura,Otras causas
196,2023,Enero,2,Lunes,9,06:00 a 11:59,00:00 a 11:59,Rural,Jutiapa,Comapa,Ignorada,Hombre,33,30-34,30-34,30 - 34,Agresión,Otras causas
197,2023,Enero,2,Lunes,20,18:00 a 23:59,18:00 a 23:59,Rural,Chiquimula,Esquipulas,Ignorada,Hombre,56,55-59,55-59,55 - 59,Orden de captura,Otras causas
198,2023,Enero,2,Lunes,11,06:00 a 11:59,00:00 a 11:59,Rural,Chiquimula,Jocotán,Ignorada,Hombre,43,40-44,40-44,40 - 44,Orden de captura,Otras causas
199,2023,Enero,2,Lunes,2,00:00 a 05:59,00:00 a 11:59,Rural,Escuintla,Tiquisate,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
200,2023,Enero,2,Lunes,1,00:00 a 05:59,00:00 a 11:59,Rural,Escuintla,Escuintla,Ignorada,Hombre,20,20-24,20-24,20 - 24,Otras causas,Otras causas
201,2023,Enero,2,Lunes,1,00:00 a 05:59,00:00 a 11:59,Rural,Escuintla,Escuintla,Ignorada,Hombre,20,20-24,20-24,20 - 24,Otras causas,Otras causas
202,2023,Enero,2,Lunes,1,00:00 a 05:59,00:00 a 11:59,Rural,Escuintla,Escuintla,Ignorada,Mujer,38,35-39,35-39,35 - 39,Otras causas,Otras causas
203,2023,Enero,2,Lunes,19,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Masagua,Ignorada,Hombre,27,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
204,2023,Enero,2,Lunes,19,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Siquinalá,Ignorada,Hombre,69,60 y más,65-69,65 - 69,Otras causas,Otras causas
205,2023,Enero,2,Lunes,20,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Escuintla,Ignorada,Hombre,26,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
206,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Nueva Concepción,Ignorada,Hombre,43,40-44,40-44,40 - 44,Otras causas,Otras causas
207,2023,Enero,2,Lunes,20,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Escuintla,Ignorada,Hombre,42,40-44,40-44,40 - 44,Otras causas,Otras causas
208,2023,Enero,2,Lunes,20,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Escuintla,Ignorada,Mujer,32,30-34,30-34,30 - 34,Otras causas,Otras causas
209,2023,Enero,2,Lunes,18,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Tiquisate,Ignorada,Hombre,25,25-29,25-29,25 - 29,Otras causas,Otras causas
210,2023,Enero,2,Lunes,20,18:00 a 23:59,18:00 a 23:59,Rural,Santa Rosa,Cuilapa,Ignorada,Hombre,59,55-59,55-59,55 - 59,Otras causas,Otras causas
211,2023,Enero,2,Lunes,12,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Cuilapa,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
212,2023,Enero,2,Lunes,12,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Cuilapa,Ignorada,Hombre,25,25-29,25-29,25 - 29,Otras causas,Otras causas
213,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Taxisco,Ignorada,Hombre,22,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
214,2023,Enero,2,Lunes,13,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Barberena,Ignorada,Hombre,27,25-29,25-29,25 - 29,Otras causas,Otras causas
215,2023,Enero,2,Lunes,12,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Cuilapa,Ignorada,Hombre,47,45-49,45-49,45 - 49,Orden de captura,Otras causas
216,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,San Francisco Zapotitlán,Ignorada,Hombre,38,35-39,35-39,35 - 39,Ebriedad y escándalo,Otras causas
217,2023,Enero,2,Lunes,23,18:00 a 23:59,18:00 a 23:59,Rural,Quetzaltenango,Colomba,Ignorada,Hombre,25,25-29,25-29,25 - 29,Agresión,Otras causas
218,2023,Enero,2,Lunes,23,18:00 a 23:59,18:00 a 23:59,Rural,Quetzaltenango,Colomba,Ignorada,Hombre,22,20-24,20-24,20 - 24,Agresión,Otras causas
219,2023,Enero,2,Lunes,2,00:00 a 05:59,00:00 a 11:59,Rural,Quetzaltenango,San Miguel Siguilá,Ignorada,Hombre,23,20-24,20-24,20 - 24,Portación ilegal arma de fuego,Otras causas
220,2023,Enero,2,Lunes,6,06:00 a 11:59,00:00 a 11:59,Rural,Quetzaltenango,San Miguel Siguilá,Ignorada,Hombre,38,35-39,35-39,35 - 39,Otras causas,Otras causas
221,2023,Enero,2,Lunes,14,12:00 a 17:59,12:00 a 17:59,Rural,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,21,20-24,20-24,20 - 24,Robo a peatones,Contra el patrimonio
222,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Rural,Quetzaltenango,Colomba,Ignorada,Hombre,35,35-39,35-39,35 - 39,Ebriedad y escándalo,Otras causas
223,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,37,35-39,35-39,35 - 39,Orden de captura,Otras causas
224,2023,Enero,2,Lunes,15,12:00 a 17:59,12:00 a 17:59,Rural,Quetzaltenango,Quetzaltenango,Ignorada,Mujer,31,30-34,30-34,30 - 34,Orden de captura,Otras causas
225,2023,Enero,2,Lunes,0,00:00 a 05:59,00:00 a 11:59,Urbano,San Marcos,Malacatán,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
226,2023,Enero,2,Lunes,5,00:00 a 05:59,00:00 a 11:59,Rural,San Marcos,San Pedro Sacatepéquez,Ignorada,Hombre,35,35-39,35-39,35 - 39,Otras causas,Otras causas
227,2023,Enero,2,Lunes,5,00:00 a 05:59,00:00 a 11:59,Rural,San Marcos,San Pedro Sacatepéquez,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
228,2023,Enero,2,Lunes,14,12:00 a 17:59,12:00 a 17:59,Rural,San Marcos,San Rafael Pie de la Cuesta,Ignorada,Hombre,50,50-54,50-54,50 - 54,Delitos forestales,Otras causas
229,2023,Enero,2,Lunes,8,06:00 a 11:59,00:00 a 11:59,Rural,Huehuetenango,Huehuetenango,Ignorada,Hombre,33,30-34,30-34,30 - 34,Otras causas,Otras causas
230,2023,Enero,2,Lunes,8,06:00 a 11:59,00:00 a 11:59,Rural,Huehuetenango,Huehuetenango,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
231,2023,Enero,2,Lunes,21,18:00 a 23:59,18:00 a 23:59,Rural,Huehuetenango,San Rafael La Independencia,Ignorada,Hombre,25,25-29,25-29,25 - 29,Agresión,Otras causas
232,2023,Enero,2,Lunes,20,18:00 a 23:59,18:00 a 23:59,Rural,Huehuetenango,Colotenango,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
233,2023,Enero,2,Lunes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Huehuetenango,Barrillas,Ignorada,Hombre,31,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
234,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Hombre,19,15-19,15-19,15 - 19,Ebriedad y escándalo,Otras causas
235,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Hombre,23,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
236,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Hombre,19,15-19,15-19,15 - 19,Ebriedad y escándalo,Otras causas
237,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Hombre,19,15-19,15-19,15 - 19,Ebriedad y escándalo,Otras causas
238,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Hombre,25,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
239,2023,Enero,2,Lunes,12,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,San Cristóbal Verapaz,Ignorada,Hombre,40,40-44,40-44,40 - 44,Orden de captura,Otras causas
240,2023,Enero,2,Lunes,12,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Hombre,29,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
241,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Alta Verapaz,Cobán,Ignorada,Hombre,41,40-44,40-44,40 - 44,Otras causas,Otras causas
242,2023,Enero,2,Lunes,19,18:00 a 23:59,18:00 a 23:59,Rural,Alta Verapaz,Fray Bartolomé de las Casas,Ignorada,Hombre,28,25-29,25-29,25 - 29,Robo a peatones,Contra el patrimonio
243,2023,Enero,2,Lunes,9,06:00 a 11:59,00:00 a 11:59,Urbano,Alta Verapaz,Cobán,Ignorada,Hombre,19,15-19,15-19,15 - 19,Robo a comercios,Contra el patrimonio
244,2023,Enero,2,Lunes,9,06:00 a 11:59,00:00 a 11:59,Urbano,Alta Verapaz,Cobán,Ignorada,Hombre,23,20-24,20-24,20 - 24,Robo a comercios,Contra el patrimonio
245,2023,Enero,2,Lunes,20,18:00 a 23:59,18:00 a 23:59,Rural,Alta Verapaz,Fray Bartolomé de las Casas,Ignorada,Mujer,47,45-49,45-49,45 - 49,Ebriedad y escándalo,Otras causas
246,2023,Enero,2,Lunes,23,18:00 a 23:59,18:00 a 23:59,Rural,Alta Verapaz,Cobán,Ignorada,Hombre,20,20-24,20-24,20 - 24,Robo a comercios,Contra el patrimonio
247,2023,Enero,2,Lunes,11,06:00 a 11:59,00:00 a 11:59,Rural,Baja Verapaz,Rabinal,Ignorada,Hombre,52,50-54,50-54,50 - 54,Orden de captura,Otras causas
248,2023,Enero,2,Lunes,18,18:00 a 23:59,18:00 a 23:59,Rural,Baja Verapaz,Cubulco,Ignorada,Hombre,27,25-29,25-29,25 - 29,Orden de captura,Otras causas
249,2023,Enero,2,Lunes,22,18:00 a 23:59,18:00 a 23:59,Rural,Baja Verapaz,San Miguel Chicaj,Ignorada,Hombre,46,45-49,45-49,45 - 49,Otras causas,Otras causas
250,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Rural,El Progreso,Sanarate,Ignorada,Hombre,30,30-34,30-34,30 - 34,Portación ilegal arma de fuego,Otras causas
251,2023,Enero,2,Lunes,18,18:00 a 23:59,18:00 a 23:59,Rural,El Progreso,Guastatoya,Ignorada,Hombre,22,20-24,20-24,20 - 24,Orden de captura,Otras causas
252,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Rural,El Progreso,San Cristóbal Acasaguastlán,Ignorada,Hombre,28,25-29,25-29,25 - 29,Delitos forestales,Otras causas
253,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Rural,El Progreso,San Cristóbal Acasaguastlán,Ignorada,Hombre,35,35-39,35-39,35 - 39,Delitos forestales,Otras causas
254,2023,Enero,2,Lunes,19,18:00 a 23:59,18:00 a 23:59,Rural,Izabal,El Estor,Ignorada,Hombre,43,40-44,40-44,40 - 44,Orden de captura,Otras causas
255,2023,Enero,2,Lunes,20,18:00 a 23:59,18:00 a 23:59,Rural,Petén,San Luis,Ignorada,Hombre,37,35-39,35-39,35 - 39,Orden de captura,Otras causas
256,2023,Enero,2,Lunes,2,00:00 a 05:59,00:00 a 11:59,Rural,Petén,Flores,Ignorada,Hombre,43,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
257,2023,Enero,2,Lunes,2,00:00 a 05:59,00:00 a 11:59,Rural,Petén,Flores,Ignorada,Hombre,43,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
258,2023,Enero,2,Lunes,2,00:00 a 05:59,00:00 a 11:59,Rural,Petén,Flores,Ignorada,Hombre,41,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
259,2023,Enero,2,Lunes,2,00:00 a 05:59,00:00 a 11:59,Rural,Petén,Flores,Ignorada,Hombre,31,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
260,2023,Enero,2,Lunes,2,00:00 a 05:59,00:00 a 11:59,Rural,Petén,Flores,Ignorada,Mujer,29,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
261,2023,Enero,2,Lunes,9,06:00 a 11:59,00:00 a 11:59,Rural,Petén,San Benito,Ignorada,Hombre,30,30-34,30-34,30 - 34,Orden de captura,Otras causas
262,2023,Enero,2,Lunes,10,06:00 a 11:59,00:00 a 11:59,Rural,Petén,La Libertad,Ignorada,Hombre,27,25-29,25-29,25 - 29,Delitos forestales,Otras causas
263,2023,Enero,2,Lunes,0,00:00 a 05:59,00:00 a 11:59,Rural,Petén,Flores,Ignorada,Hombre,55,55-59,55-59,55 - 59,Ebriedad y escándalo,Otras causas
264,2023,Enero,2,Lunes,20,18:00 a 23:59,18:00 a 23:59,Rural,Petén,San Benito,Ignorada,Hombre,45,45-49,45-49,45 - 49,Orden de captura,Otras causas
265,2023,Enero,2,Lunes,20,18:00 a 23:59,18:00 a 23:59,Rural,Petén,San Benito,Ignorada,Hombre,33,30-34,30-34,30 - 34,Orden de captura,Otras causas
266,2023,Enero,2,Lunes,21,18:00 a 23:59,18:00 a 23:59,Rural,Petén,San Benito,Ignorada,Hombre,23,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
267,2023,Enero,2,Lunes,7,06:00 a 11:59,00:00 a 11:59,Rural,Petén,Flores,Ignorada,Hombre,49,45-49,45-49,45 - 49,Otras causas,Otras causas
268,2023,Enero,2,Lunes,14,12:00 a 17:59,12:00 a 17:59,Rural,Petén,San Benito,Ignorada,Hombre,26,25-29,25-29,25 - 29,Robo de motocicletas,Contra el patrimonio
269,2023,Enero,2,Lunes,20,18:00 a 23:59,18:00 a 23:59,Rural,Petén,Sayaxché,Ignorada,Hombre,14,Menor de 15,Menor de 15,10 - 14,Robo a peatones,Contra el patrimonio
270,2023,Enero,2,Lunes,20,18:00 a 23:59,18:00 a 23:59,Urbano,Quiché,Santa Cruz del Quiché,Ignorada,Hombre,40,40-44,40-44,40 - 44,Orden de captura,Otras causas
271,2023,Enero,2,Lunes,20,18:00 a 23:59,18:00 a 23:59,Rural,Quiché,Santa María Nebaj,Ignorada,Hombre,21,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
272,2023,Enero,2,Lunes,20,18:00 a 23:59,18:00 a 23:59,Rural,Quiché,Zacualpa,Ignorada,Hombre,27,25-29,25-29,25 - 29,Otras causas,Otras causas
273,2023,Enero,2,Lunes,17,12:00 a 17:59,12:00 a 17:59,Rural,Sololá,Santa Lucía Utatlán,Ignorada,Hombre,41,40-44,40-44,40 - 44,Agresión,Otras causas
274,2023,Enero,2,Lunes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Hombre,19,15-19,15-19,15 - 19,Tráfico de droga,Otras causas
275,2023,Enero,2,Lunes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Mujer,33,30-34,30-34,30 - 34,Tráfico de droga,Otras causas
276,2023,Enero,2,Lunes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Mujer,28,25-29,25-29,25 - 29,Tráfico de droga,Otras causas
277,2023,Enero,2,Lunes,15,12:00 a 17:59,12:00 a 17:59,Rural,Chimaltenango,Tecpán Guatemala,Ignorada,Hombre,35,35-39,35-39,35 - 39,Otras causas,Otras causas
278,2023,Enero,2,Lunes,18,18:00 a 23:59,18:00 a 23:59,Rural,Chimaltenango,Chimaltenango,Ignorada,Hombre,38,35-39,35-39,35 - 39,Otras causas,Otras causas
279,2023,Enero,2,Lunes,18,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
280,2023,Enero,2,Lunes,18,18:00 a 23:59,18:00 a 23:59,Rural,Sacatepéquez,San Miguel Dueñas,Ignorada,Hombre,33,30-34,30-34,30 - 34,Orden de captura,Otras causas
281,2023,Enero,2,Lunes,20,18:00 a 23:59,18:00 a 23:59,Urbano,Sacatepéquez,Antigua Guatemala,Ignorada,Hombre,26,25-29,25-29,25 - 29,Orden de captura,Otras causas
282,2023,Enero,3,Martes,9,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,1,Hombre,44,40-44,40-44,40 - 44,Otras causas,Otras causas
